[Measurement conditions]
Sample identification,
Comment - 1,"Configuration=Chi-Phi-Z stage 240 mm (reflection), Owner=User-1, Creation date=10/23/2015 4:48:55 PM"
Comment - 2,"Goniometer=Theta/Theta; Minimum step size 2Theta:0.0001; Minimum step size Omega:0.0001"
Comment - 3,"Sample stage=Chi-Phi-z stage 240 mm (reflection); Minimum step size Phi:0.01; Minimum step size Chi:0.01; Minimum step size Z:0.001"
Comment - 4,"Diffractometer system=EMPYREAN"
Comment - 5,"Measurement program=C:\PANalytical\Data Collector\Programs\Yuki-Relative_omega-scan.xrdmp, Identifier={714DD9F1-97E5-4756-BC72-863CC68FA22F}"
Comment - 6,"Fine Calibration Offset for 2Theta = 0.0058 deg"
Comment - 7,"Fine Calibration Offset for Omega = 0.2410 deg"
Anode material,Cu
K-Alpha1 wavelength,1.5405980
K-Alpha2 wavelength,1.5444260
Ratio K-Alpha2/K-Alpha1,0.000
Monochromator used,YES
Generator voltage, 40
Tube current, 20
File date and time,21/Oct/2023 10:09
Unit cell,
h k l, 0 0 0
Scan axis,Omega
Scan range,22.764500,23.114000
Scan step size,0.0005000
No. of points, 699
Scan type,CONTINUOUS
2Theta,45.8784
Phi,0.00
Psi,0.00
Z,8.431
Time per step,0.088
[Scan points]
Angle, TimePerStep, Intensity
22.870750, 0.088, 0.0
22.871250, 0.088, 0.0
22.871750, 0.088, 0.0
22.872250, 0.088, 0.0
22.872750, 0.088, 0.0
22.873250, 0.088, 1.0
22.873750, 0.088, 0.0
22.874250, 0.088, 0.0
22.874750, 0.088, 1.0
22.875250, 0.088, 1.0
22.875750, 0.088, 1.0
22.876250, 0.088, 0.0
22.876750, 0.088, 3.0
22.877250, 0.088, 0.0
22.877750, 0.088, 0.0
22.878250, 0.088, 0.0
22.878750, 0.088, 2.0
22.879250, 0.088, 0.0
22.879750, 0.088, 0.0
22.880250, 0.088, 0.0
22.880750, 0.088, 0.0
22.881250, 0.088, 0.0
22.881750, 0.088, 1.0
22.882250, 0.088, 1.0
22.882750, 0.088, 0.0
22.883250, 0.088, 1.0
22.883750, 0.088, 0.0
22.884250, 0.088, 1.0
22.884750, 0.088, 0.0
22.885250, 0.088, 4.0
22.885750, 0.088, 1.0
22.886250, 0.088, 0.0
22.886750, 0.088, 0.0
22.887250, 0.088, 0.0
22.887750, 0.088, 0.0
22.888250, 0.088, 1.0
22.888750, 0.088, 0.0
22.889250, 0.088, 2.0
22.889750, 0.088, 1.0
22.890250, 0.088, 0.0
22.890750, 0.088, 0.0
22.891250, 0.088, 2.0
22.891750, 0.088, 0.0
22.892250, 0.088, 0.0
22.892750, 0.088, 0.0
22.893250, 0.088, 1.0
22.893750, 0.088, 0.0
22.894250, 0.088, 1.0
22.894750, 0.088, 2.0
22.895250, 0.088, 0.0
22.895750, 0.088, 3.0
22.896250, 0.088, 1.0
22.896750, 0.088, 1.0
22.897250, 0.088, 0.0
22.897750, 0.088, 1.0
22.898250, 0.088, 6.0
22.898750, 0.088, 4.0
22.899250, 0.088, 3.0
22.899750, 0.088, 1.0
22.900250, 0.088, 2.0
22.900750, 0.088, 0.0
22.901250, 0.088, 3.0
22.901750, 0.088, 1.0
22.902250, 0.088, 2.0
22.902750, 0.088, 1.0
22.903250, 0.088, 2.0
22.903750, 0.088, 4.0
22.904250, 0.088, 2.0
22.904750, 0.088, 4.0
22.905250, 0.088, 2.0
22.905750, 0.088, 1.0
22.906250, 0.088, 7.0
22.906750, 0.088, 3.0
22.907250, 0.088, 4.0
22.907750, 0.088, 5.0
22.908250, 0.088, 1.0
22.908750, 0.088, 4.0
22.909250, 0.088, 0.0
22.909750, 0.088, 5.0
22.910250, 0.088, 2.0
22.910750, 0.088, 3.0
22.911250, 0.088, 5.0
22.911750, 0.088, 7.0
22.912250, 0.088, 4.0
22.912750, 0.088, 7.0
22.913250, 0.088, 7.0
22.913750, 0.088, 7.0
22.914250, 0.088, 4.0
22.914750, 0.088, 4.0
22.915250, 0.088, 5.0
22.915750, 0.088, 4.0
22.916250, 0.088, 4.0
22.916750, 0.088, 4.0
22.917250, 0.088, 8.0
22.917750, 0.088, 6.0
22.918250, 0.088, 8.0
22.918750, 0.088, 10.0
22.919250, 0.088, 7.0
22.919750, 0.088, 6.0
22.920250, 0.088, 9.0
22.920750, 0.088, 19.0
22.921250, 0.088, 13.0
22.921750, 0.088, 8.0
22.922250, 0.088, 11.0
22.922750, 0.088, 12.0
22.923250, 0.088, 10.0
22.923750, 0.088, 15.0
22.924250, 0.088, 16.0
22.924750, 0.088, 20.0
22.925250, 0.088, 14.0
22.925750, 0.088, 20.0
22.926250, 0.088, 20.0
22.926750, 0.088, 17.0
22.927250, 0.088, 32.0
22.927750, 0.088, 22.0
22.928250, 0.088, 25.0
22.928750, 0.088, 27.0
22.929250, 0.088, 42.0
22.929750, 0.088, 33.0
22.930250, 0.088, 31.0
22.930750, 0.088, 30.0
22.931250, 0.088, 28.0
22.931750, 0.088, 46.0
22.932250, 0.088, 46.0
22.932750, 0.088, 54.0
22.933250, 0.088, 68.0
22.933750, 0.088, 82.0
22.934250, 0.088, 99.0
22.934750, 0.088, 93.0
22.935250, 0.088, 152.0
22.935750, 0.088, 227.0
22.936250, 0.088, 431.0
22.936750, 0.088, 702.0
22.937250, 0.088, 966.0
22.937750, 0.088, 1169.0
22.938250, 0.088, 1273.0
22.938750, 0.088, 1254.0
22.939250, 0.088, 1102.0
22.939750, 0.088, 875.0
22.940250, 0.088, 563.0
22.940750, 0.088, 314.0
22.941250, 0.088, 206.0
22.941750, 0.088, 127.0
22.942250, 0.088, 78.0
22.942750, 0.088, 84.0
22.943250, 0.088, 66.0
22.943750, 0.088, 61.0
22.944250, 0.088, 48.0
22.944750, 0.088, 28.0
22.945250, 0.088, 26.0
22.945750, 0.088, 34.0
22.946250, 0.088, 30.0
22.946750, 0.088, 28.0
22.947250, 0.088, 30.0
22.947750, 0.088, 26.0
22.948250, 0.088, 14.0
22.948750, 0.088, 15.0
22.949250, 0.088, 21.0
22.949750, 0.088, 15.0
22.950250, 0.088, 16.0
22.950750, 0.088, 14.0
22.951250, 0.088, 15.0
22.951750, 0.088, 11.0
22.952250, 0.088, 7.0
22.952750, 0.088, 6.0
22.953250, 0.088, 11.0
22.953750, 0.088, 7.0
22.954250, 0.088, 9.0
22.954750, 0.088, 10.0
22.955250, 0.088, 11.0
22.955750, 0.088, 4.0
22.956250, 0.088, 5.0
22.956750, 0.088, 4.0
22.957250, 0.088, 5.0
22.957750, 0.088, 7.0
22.958250, 0.088, 8.0
22.958750, 0.088, 5.0
22.959250, 0.088, 4.0
22.959750, 0.088, 5.0
22.960250, 0.088, 5.0
22.960750, 0.088, 4.0
22.961250, 0.088, 3.0
22.961750, 0.088, 2.0
22.962250, 0.088, 1.0
22.962750, 0.088, 3.0
22.963250, 0.088, 2.0
22.963750, 0.088, 0.0
22.964250, 0.088, 1.0
22.964750, 0.088, 4.0
22.965250, 0.088, 3.0
22.965750, 0.088, 2.0
22.966250, 0.088, 0.0
22.966750, 0.088, 1.0
22.967250, 0.088, 1.0
22.967750, 0.088, 2.0
22.968250, 0.088, 1.0
22.968750, 0.088, 1.0
22.969250, 0.088, 1.0
22.969750, 0.088, 1.0
22.970250, 0.088, 2.0
22.970750, 0.088, 0.0
22.971250, 0.088, 0.0
22.971750, 0.088, 6.0
22.972250, 0.088, 3.0
22.972750, 0.088, 1.0
22.973250, 0.088, 2.0
22.973750, 0.088, 1.0
22.974250, 0.088, 0.0
22.974750, 0.088, 1.0
22.975250, 0.088, 0.0
22.975750, 0.088, 0.0
22.976250, 0.088, 0.0
22.976750, 0.088, 2.0
22.977250, 0.088, 1.0
22.977750, 0.088, 1.0
22.978250, 0.088, 1.0
22.978750, 0.088, 0.0
22.979250, 0.088, 1.0
22.979750, 0.088, 1.0
22.980250, 0.088, 0.0
22.980750, 0.088, 0.0
22.981250, 0.088, 1.0
22.981750, 0.088, 1.0
22.982250, 0.088, 2.0
22.982750, 0.088, 2.0
22.983250, 0.088, 0.0
22.983750, 0.088, 0.0
22.984250, 0.088, 2.0
22.984750, 0.088, 0.0
22.985250, 0.088, 0.0
22.985750, 0.088, 1.0
22.986250, 0.088, 1.0
22.986750, 0.088, 0.0
22.987250, 0.088, 3.0
22.987750, 0.088, 2.0
22.988250, 0.088, 0.0
22.988750, 0.088, 0.0
22.989250, 0.088, 0.0
22.989750, 0.088, 0.0
22.990250, 0.088, 1.0
22.990750, 0.088, 0.0
22.991250, 0.088, 0.0
22.991750, 0.088, 0.0
22.992250, 0.088, 0.0
22.992750, 0.088, 0.0
22.993250, 0.088, 1.0
22.993750, 0.088, 1.0
22.994250, 0.088, 1.0
22.994750, 0.088, 0.0
22.995250, 0.088, 0.0
22.995750, 0.088, 2.0
22.996250, 0.088, 0.0
22.996750, 0.088, 0.0
22.997250, 0.088, 0.0
22.997750, 0.088, 0.0
22.998250, 0.088, 1.0
22.998750, 0.088, 1.0
22.999250, 0.088, 0.0
22.999750, 0.088, 0.0
23.000250, 0.088, 0.0
23.000750, 0.088, 0.0
23.001250, 0.088, 0.0
23.001750, 0.088, 0.0
23.002250, 0.088, 0.0
23.002750, 0.088, 1.0
23.003250, 0.088, 0.0
23.003750, 0.088, 0.0
23.004250, 0.088, 0.0
23.004750, 0.088, 0.0
23.005250, 0.088, 0.0
23.005750, 0.088, 0.0
23.006250, 0.088, 1.0
23.006750, 0.088, 1.0
23.007250, 0.088, 0.0
23.007750, 0.088, 0.0
23.008250, 0.088, 2.0
23.008750, 0.088, 0.0
23.009250, 0.088, 0.0
23.009750, 0.088, 1.0
23.010250, 0.088, 1.0
23.010750, 0.088, 0.0
23.011250, 0.088, 0.0
23.011750, 0.088, 0.0
23.012250, 0.088, 1.0
