,Omega (degree),Intensity,NORM_omega,NORM
0,7.30025,1.0,-0.17249999999999943,0.00020408163265306123
1,7.30075,0.0,-0.1719999999999997,0.0
2,7.30125,1.0,-0.17149999999999999,0.00020408163265306123
3,7.30175,1.0,-0.17099999999999937,0.00020408163265306123
4,7.30225,0.0,-0.17049999999999965,0.0
5,7.30275,0.0,-0.16999999999999993,0.0
6,7.30325,0.0,-0.16949999999999932,0.0
7,7.30375,1.0,-0.1689999999999996,0.00020408163265306123
8,7.30425,1.0,-0.16849999999999987,0.00020408163265306123
9,7.30475,0.0,-0.16799999999999926,0.0
10,7.30525,1.0,-0.16749999999999954,0.00020408163265306123
11,7.30575,1.0,-0.16699999999999982,0.00020408163265306123
12,7.30625,1.0,-0.1664999999999992,0.00020408163265306123
13,7.30675,1.0,-0.16599999999999948,0.00020408163265306123
14,7.30725,0.0,-0.16549999999999976,0.0
15,7.30775,0.0,-0.16499999999999915,0.0
16,7.30825,3.0,-0.16449999999999942,0.0006122448979591836
17,7.30875,0.0,-0.1639999999999997,0.0
18,7.30925,1.0,-0.16349999999999998,0.00020408163265306123
19,7.30975,1.0,-0.16299999999999937,0.00020408163265306123
20,7.31025,1.0,-0.16249999999999964,0.00020408163265306123
21,7.31075,3.0,-0.16199999999999992,0.0006122448979591836
22,7.31125,2.0,-0.1614999999999993,0.00040816326530612246
23,7.31175,0.0,-0.1609999999999996,0.0
24,7.31225,0.0,-0.16049999999999986,0.0
25,7.31275,1.0,-0.15999999999999925,0.00020408163265306123
26,7.31325,0.0,-0.15949999999999953,0.0
27,7.31375,1.0,-0.1589999999999998,0.00020408163265306123
28,7.31425,0.0,-0.1584999999999992,0.0
29,7.31475,0.0,-0.15799999999999947,0.0
30,7.31525,0.0,-0.15749999999999975,0.0
31,7.31575,1.0,-0.15699999999999914,0.00020408163265306123
32,7.31625,2.0,-0.15649999999999942,0.00040816326530612246
33,7.31675,1.0,-0.1559999999999997,0.00020408163265306123
34,7.31725,0.0,-0.15549999999999997,0.0
35,7.31775,0.0,-0.15499999999999936,0.0
36,7.31825,0.0,-0.15449999999999964,0.0
37,7.31875,3.0,-0.15399999999999991,0.0006122448979591836
38,7.31925,0.0,-0.1534999999999993,0.0
39,7.31975,1.0,-0.15299999999999958,0.00020408163265306123
40,7.32025,0.0,-0.15249999999999986,0.0
41,7.32075,2.0,-0.15199999999999925,0.00040816326530612246
42,7.32125,1.0,-0.15149999999999952,0.00020408163265306123
43,7.32175,1.0,-0.1509999999999998,0.00020408163265306123
44,7.32225,0.0,-0.1504999999999992,0.0
45,7.32275,3.0,-0.14999999999999947,0.0006122448979591836
46,7.32325,0.0,-0.14949999999999974,0.0
47,7.32375,1.0,-0.14899999999999913,0.00020408163265306123
48,7.32425,1.0,-0.1484999999999994,0.00020408163265306123
49,7.32475,1.0,-0.1479999999999997,0.00020408163265306123
50,7.32525,0.0,-0.14749999999999996,0.0
51,7.32575,0.0,-0.14699999999999935,0.0
52,7.32625,0.0,-0.14649999999999963,0.0
53,7.32675,0.0,-0.1459999999999999,0.0
54,7.32725,1.0,-0.1454999999999993,0.00020408163265306123
55,7.32775,0.0,-0.14499999999999957,0.0
56,7.32825,1.0,-0.14449999999999985,0.00020408163265306123
57,7.32875,2.0,-0.14399999999999924,0.00040816326530612246
58,7.32925,1.0,-0.14349999999999952,0.00020408163265306123
59,7.32975,0.0,-0.1429999999999998,0.0
60,7.33025,2.0,-0.14249999999999918,0.00040816326530612246
61,7.33075,2.0,-0.14199999999999946,0.00040816326530612246
62,7.33125,0.0,-0.14149999999999974,0.0
63,7.33175,0.0,-0.14099999999999913,0.0
64,7.33225,3.0,-0.1404999999999994,0.0006122448979591836
65,7.33275,0.0,-0.13999999999999968,0.0
66,7.33325,1.0,-0.13949999999999996,0.00020408163265306123
67,7.33375,0.0,-0.13899999999999935,0.0
68,7.33425,1.0,-0.13849999999999962,0.00020408163265306123
69,7.33475,0.0,-0.1379999999999999,0.0
70,7.33525,0.0,-0.1374999999999993,0.0
71,7.33575,0.0,-0.13699999999999957,0.0
72,7.33625,1.0,-0.13649999999999984,0.00020408163265306123
73,7.33675,0.0,-0.13599999999999923,0.0
74,7.33725,0.0,-0.1354999999999995,0.0
75,7.33775,2.0,-0.1349999999999998,0.00040816326530612246
76,7.33825,1.0,-0.13449999999999918,0.00020408163265306123
77,7.33875,2.0,-0.13399999999999945,0.00040816326530612246
78,7.33925,1.0,-0.13349999999999973,0.00020408163265306123
79,7.33975,0.0,-0.13299999999999912,0.0
80,7.34025,1.0,-0.1324999999999994,0.00020408163265306123
81,7.34075,1.0,-0.13199999999999967,0.00020408163265306123
82,7.34125,1.0,-0.13149999999999995,0.00020408163265306123
83,7.34175,1.0,-0.13099999999999934,0.00020408163265306123
84,7.34225,0.0,-0.13049999999999962,0.0
85,7.34275,0.0,-0.1299999999999999,0.0
86,7.34325,0.0,-0.12949999999999928,0.0
87,7.34375,1.0,-0.12899999999999956,0.00020408163265306123
88,7.34425,0.0,-0.12849999999999984,0.0
89,7.34475,1.0,-0.12799999999999923,0.00020408163265306123
90,7.34525,2.0,-0.1274999999999995,0.00040816326530612246
91,7.34575,0.0,-0.12699999999999978,0.0
92,7.34625,0.0,-0.12649999999999917,0.0
93,7.34675,0.0,-0.12599999999999945,0.0
94,7.34725,1.0,-0.12549999999999972,0.00020408163265306123
95,7.34775,0.0,-0.125,0.0
96,7.34825,0.0,-0.12449999999999939,0.0
97,7.34875,2.0,-0.12399999999999967,0.00040816326530612246
98,7.34925,1.0,-0.12349999999999994,0.00020408163265306123
99,7.34975,2.0,-0.12299999999999933,0.00040816326530612246
100,7.35025,0.0,-0.12249999999999961,0.0
101,7.35075,1.0,-0.12199999999999989,0.00020408163265306123
102,7.35125,1.0,-0.12149999999999928,0.00020408163265306123
103,7.35175,3.0,-0.12099999999999955,0.0006122448979591836
104,7.35225,1.0,-0.12049999999999983,0.00020408163265306123
105,7.35275,3.0,-0.11999999999999922,0.0006122448979591836
106,7.35325,1.0,-0.1194999999999995,0.00020408163265306123
107,7.35375,4.0,-0.11899999999999977,0.0008163265306122449
108,7.35425,4.0,-0.11849999999999916,0.0008163265306122449
109,7.35475,3.0,-0.11799999999999944,0.0006122448979591836
110,7.35525,2.0,-0.11749999999999972,0.00040816326530612246
111,7.35575,3.0,-0.11699999999999999,0.0006122448979591836
112,7.35625,0.0,-0.11649999999999938,0.0
113,7.35675,3.0,-0.11599999999999966,0.0006122448979591836
114,7.35725,1.0,-0.11549999999999994,0.00020408163265306123
115,7.35775,1.0,-0.11499999999999932,0.00020408163265306123
116,7.35825,3.0,-0.1144999999999996,0.0006122448979591836
117,7.35875,1.0,-0.11399999999999988,0.00020408163265306123
118,7.35925,2.0,-0.11349999999999927,0.00040816326530612246
119,7.35975,3.0,-0.11299999999999955,0.0006122448979591836
120,7.36025,0.0,-0.11249999999999982,0.0
121,7.36075,1.0,-0.11199999999999921,0.00020408163265306123
122,7.36125,1.0,-0.11149999999999949,0.00020408163265306123
123,7.36175,2.0,-0.11099999999999977,0.00040816326530612246
124,7.36225,2.0,-0.11049999999999915,0.00040816326530612246
125,7.36275,1.0,-0.10999999999999943,0.00020408163265306123
126,7.36325,0.0,-0.10949999999999971,0.0
127,7.36375,2.0,-0.10899999999999999,0.00040816326530612246
128,7.36425,2.0,-0.10849999999999937,0.00040816326530612246
129,7.36475,1.0,-0.10799999999999965,0.00020408163265306123
130,7.36525,0.0,-0.10749999999999993,0.0
131,7.36575,4.0,-0.10699999999999932,0.0008163265306122449
132,7.36625,2.0,-0.1064999999999996,0.00040816326530612246
133,7.36675,0.0,-0.10599999999999987,0.0
134,7.36725,0.0,-0.10549999999999926,0.0
135,7.36775,3.0,-0.10499999999999954,0.0006122448979591836
136,7.36825,3.0,-0.10449999999999982,0.0006122448979591836
137,7.36875,1.0,-0.1039999999999992,0.00020408163265306123
138,7.36925,2.0,-0.10349999999999948,0.00040816326530612246
139,7.36975,1.0,-0.10299999999999976,0.00020408163265306123
140,7.37025,4.0,-0.10249999999999915,0.0008163265306122449
141,7.37075,0.0,-0.10199999999999942,0.0
142,7.37125,1.0,-0.1014999999999997,0.00020408163265306123
143,7.37175,0.0,-0.10099999999999998,0.0
144,7.37225,0.0,-0.10049999999999937,0.0
145,7.37275,2.0,-0.09999999999999964,0.00040816326530612246
146,7.37325,1.0,-0.09949999999999992,0.00020408163265306123
147,7.37375,2.0,-0.09899999999999931,0.00040816326530612246
148,7.37425,2.0,-0.09849999999999959,0.00040816326530612246
149,7.37475,4.0,-0.09799999999999986,0.0008163265306122449
150,7.37525,2.0,-0.09749999999999925,0.00040816326530612246
151,7.37575,0.0,-0.09699999999999953,0.0
152,7.37625,3.0,-0.09649999999999981,0.0006122448979591836
153,7.37675,1.0,-0.0959999999999992,0.00020408163265306123
154,7.37725,3.0,-0.09549999999999947,0.0006122448979591836
155,7.37775,2.0,-0.09499999999999975,0.00040816326530612246
156,7.37825,0.0,-0.09449999999999914,0.0
157,7.37875,2.0,-0.09399999999999942,0.00040816326530612246
158,7.37925,0.0,-0.0934999999999997,0.0
159,7.37975,6.0,-0.09299999999999997,0.0012244897959183673
160,7.38025,0.0,-0.09249999999999936,0.0
161,7.38075,2.0,-0.09199999999999964,0.00040816326530612246
162,7.38125,1.0,-0.09149999999999991,0.00020408163265306123
163,7.38175,0.0,-0.0909999999999993,0.0
164,7.38225,3.0,-0.09049999999999958,0.0006122448979591836
165,7.38275,2.0,-0.08999999999999986,0.00040816326530612246
166,7.38325,3.0,-0.08949999999999925,0.0006122448979591836
167,7.38375,3.0,-0.08899999999999952,0.0006122448979591836
168,7.38425,4.0,-0.0884999999999998,0.0008163265306122449
169,7.38475,0.0,-0.08799999999999919,0.0
170,7.38525,1.0,-0.08749999999999947,0.00020408163265306123
171,7.38575,2.0,-0.08699999999999974,0.00040816326530612246
172,7.38625,1.0,-0.08649999999999913,0.00020408163265306123
173,7.38675,3.0,-0.08599999999999941,0.0006122448979591836
174,7.38725,3.0,-0.08549999999999969,0.0006122448979591836
175,7.38775,3.0,-0.08499999999999996,0.0006122448979591836
176,7.38825,1.0,-0.08449999999999935,0.00020408163265306123
177,7.38875,3.0,-0.08399999999999963,0.0006122448979591836
178,7.38925,6.0,-0.08349999999999991,0.0012244897959183673
179,7.38975,2.0,-0.0829999999999993,0.00040816326530612246
180,7.39025,2.0,-0.08249999999999957,0.00040816326530612246
181,7.39075,3.0,-0.08199999999999985,0.0006122448979591836
182,7.39125,3.0,-0.08149999999999924,0.0006122448979591836
183,7.39175,2.0,-0.08099999999999952,0.00040816326530612246
184,7.39225,0.0,-0.0804999999999998,0.0
185,7.39275,0.0,-0.07999999999999918,0.0
186,7.39325,2.0,-0.07949999999999946,0.00040816326530612246
187,7.39375,4.0,-0.07899999999999974,0.0008163265306122449
188,7.39425,1.0,-0.07849999999999913,0.00020408163265306123
189,7.39475,5.0,-0.0779999999999994,0.0010204081632653062
190,7.39525,4.0,-0.07749999999999968,0.0008163265306122449
191,7.39575,4.0,-0.07699999999999996,0.0008163265306122449
192,7.39625,2.0,-0.07649999999999935,0.00040816326530612246
193,7.39675,5.0,-0.07599999999999962,0.0010204081632653062
194,7.39725,2.0,-0.0754999999999999,0.00040816326530612246
195,7.39775,4.0,-0.07499999999999929,0.0008163265306122449
196,7.39825,4.0,-0.07449999999999957,0.0008163265306122449
197,7.39875,4.0,-0.07399999999999984,0.0008163265306122449
198,7.39925,1.0,-0.07349999999999923,0.00020408163265306123
199,7.39975,1.0,-0.07299999999999951,0.00020408163265306123
200,7.40025,3.0,-0.07249999999999979,0.0006122448979591836
201,7.40075,1.0,-0.07199999999999918,0.00020408163265306123
202,7.40125,4.0,-0.07149999999999945,0.0008163265306122449
203,7.40175,3.0,-0.07099999999999973,0.0006122448979591836
204,7.40225,1.0,-0.07049999999999912,0.00020408163265306123
205,7.40275,2.0,-0.0699999999999994,0.00040816326530612246
206,7.40325,2.0,-0.06949999999999967,0.00040816326530612246
207,7.40375,4.0,-0.06899999999999995,0.0008163265306122449
208,7.40425,2.0,-0.06849999999999934,0.00040816326530612246
209,7.40475,3.0,-0.06799999999999962,0.0006122448979591836
210,7.40525,4.0,-0.0674999999999999,0.0008163265306122449
211,7.40575,2.0,-0.06699999999999928,0.00040816326530612246
212,7.40625,1.0,-0.06649999999999956,0.00020408163265306123
213,7.40675,3.0,-0.06599999999999984,0.0006122448979591836
214,7.40725,4.0,-0.06549999999999923,0.0008163265306122449
215,7.40775,3.0,-0.0649999999999995,0.0006122448979591836
216,7.40825,6.0,-0.06449999999999978,0.0012244897959183673
217,7.40875,5.0,-0.06399999999999917,0.0010204081632653062
218,7.40925,4.0,-0.06349999999999945,0.0008163265306122449
219,7.40975,4.0,-0.06299999999999972,0.0008163265306122449
220,7.41025,5.0,-0.0625,0.0010204081632653062
221,7.41075,3.0,-0.06199999999999939,0.0006122448979591836
222,7.41125,3.0,-0.061499999999999666,0.0006122448979591836
223,7.41175,5.0,-0.06099999999999994,0.0010204081632653062
224,7.41225,3.0,-0.06049999999999933,0.0006122448979591836
225,7.41275,5.0,-0.05999999999999961,0.0010204081632653062
226,7.41325,3.0,-0.059499999999999886,0.0006122448979591836
227,7.41375,6.0,-0.058999999999999275,0.0012244897959183673
228,7.41425,3.0,-0.05849999999999955,0.0006122448979591836
229,7.41475,7.0,-0.05799999999999983,0.0014285714285714286
230,7.41525,5.0,-0.05749999999999922,0.0010204081632653062
231,7.41575,5.0,-0.056999999999999496,0.0010204081632653062
232,7.41625,3.0,-0.05649999999999977,0.0006122448979591836
233,7.41675,3.0,-0.05599999999999916,0.0006122448979591836
234,7.41725,4.0,-0.05549999999999944,0.0008163265306122449
235,7.41775,7.0,-0.054999999999999716,0.0014285714285714286
236,7.41825,9.0,-0.05449999999999999,0.001836734693877551
237,7.41875,3.0,-0.05399999999999938,0.0006122448979591836
238,7.41925,5.0,-0.05349999999999966,0.0010204081632653062
239,7.41975,4.0,-0.052999999999999936,0.0008163265306122449
240,7.42025,5.0,-0.052499999999999325,0.0010204081632653062
241,7.42075,7.0,-0.0519999999999996,0.0014285714285714286
242,7.42125,7.0,-0.05149999999999988,0.0014285714285714286
243,7.42175,8.0,-0.05099999999999927,0.0016326530612244899
244,7.42225,3.0,-0.050499999999999545,0.0006122448979591836
245,7.42275,5.0,-0.04999999999999982,0.0010204081632653062
246,7.42325,6.0,-0.04949999999999921,0.0012244897959183673
247,7.42375,4.0,-0.04899999999999949,0.0008163265306122449
248,7.42425,6.0,-0.048499999999999766,0.0012244897959183673
249,7.42475,7.0,-0.047999999999999154,0.0014285714285714286
250,7.42525,4.0,-0.04749999999999943,0.0008163265306122449
251,7.42575,7.0,-0.04699999999999971,0.0014285714285714286
252,7.42625,5.0,-0.046499999999999986,0.0010204081632653062
253,7.42675,12.0,-0.045999999999999375,0.0024489795918367346
254,7.42725,11.0,-0.04549999999999965,0.0022448979591836735
255,7.42775,11.0,-0.04499999999999993,0.0022448979591836735
256,7.42825,7.0,-0.04449999999999932,0.0014285714285714286
