,Omega (degree),Intensity,NORM_omega,NORM
0,7.30025,9.0,-0.17100000000000026,0.0030748206354629312
1,7.30075,12.0,-0.17050000000000054,0.004099760847283909
2,7.30125,7.0,-0.17000000000000082,0.0023915271609156134
3,7.30175,4.0,-0.1695000000000002,0.0013665869490946361
4,7.30225,9.0,-0.16900000000000048,0.0030748206354629312
5,7.30275,6.0,-0.16850000000000076,0.0020498804236419544
6,7.30325,9.0,-0.16800000000000015,0.0030748206354629312
7,7.30375,7.0,-0.16750000000000043,0.0023915271609156134
8,7.30425,5.0,-0.1670000000000007,0.0017082336863682953
9,7.30475,5.0,-0.1665000000000001,0.0017082336863682953
10,7.30525,3.0,-0.16600000000000037,0.0010249402118209772
11,7.30575,7.0,-0.16550000000000065,0.0023915271609156134
12,7.30625,10.0,-0.16500000000000004,0.0034164673727365906
13,7.30675,4.0,-0.1645000000000003,0.0013665869490946361
14,7.30725,4.0,-0.1640000000000006,0.0013665869490946361
15,7.30775,5.0,-0.16349999999999998,0.0017082336863682953
16,7.30825,7.0,-0.16300000000000026,0.0023915271609156134
17,7.30875,8.0,-0.16250000000000053,0.0027331738981892723
18,7.30925,8.0,-0.1620000000000008,0.0027331738981892723
19,7.30975,10.0,-0.1615000000000002,0.0034164673727365906
20,7.31025,14.0,-0.16100000000000048,0.004783054321831227
21,7.31075,4.0,-0.16050000000000075,0.0013665869490946361
22,7.31125,7.0,-0.16000000000000014,0.0023915271609156134
23,7.31175,6.0,-0.15950000000000042,0.0020498804236419544
24,7.31225,7.0,-0.1590000000000007,0.0023915271609156134
25,7.31275,5.0,-0.15850000000000009,0.0017082336863682953
26,7.31325,9.0,-0.15800000000000036,0.0030748206354629312
27,7.31375,2.0,-0.15750000000000064,0.0006832934745473181
28,7.31425,7.0,-0.15700000000000003,0.0023915271609156134
29,7.31475,9.0,-0.1565000000000003,0.0030748206354629312
30,7.31525,15.0,-0.15600000000000058,0.005124701059104886
31,7.31575,6.0,-0.15549999999999997,0.0020498804236419544
32,7.31625,8.0,-0.15500000000000025,0.0027331738981892723
33,7.31675,7.0,-0.15450000000000053,0.0023915271609156134
