Time (s),Current (A),Voltage (V)
0.7361383999996178,3.149297e-08,0.1996077
1.1817893999996159,2.959144e-08,0.199607
1.6833857999990869,2.89692e-08,0.199607
2.1986051999992924,2.882306e-08,0.1996074
2.7042505999997957,2.880429e-08,0.1996076
3.2088764000000083,2.87373e-08,0.1996079
3.7095888999992894,2.87514e-08,0.1996075
4.2094934999986435,2.880829e-08,0.1996081
4.709975499999928,2.883164e-08,0.1996081
5.2249455000001035,2.8893e-08,0.1996082
5.7261742999999115,2.89399e-08,0.1996086
6.2304315000001225,2.897302e-08,0.199608
6.73281549999956,2.902263e-08,0.1996082
7.235040599998683,2.905975e-08,0.1996084
7.741058099998554,2.909798e-08,0.1996094
8.25614559999849,2.913388e-08,0.1996078
8.770770499999344,2.91736e-08,0.1996092
9.271966399999656,2.919784e-08,0.1996091
9.77405649999855,2.923219e-08,0.1996087
10.283440899998823,2.926775e-08,0.1996086
10.783015199998772,2.928679e-08,0.1996084
11.284287999998924,2.93104e-08,0.1996087
11.787258700000166,2.932512e-08,0.1996084
12.302088499998717,2.935004e-08,0.1996089
12.806793199999447,2.936939e-08,0.199608
13.321911199998794,2.938972e-08,0.1996082
13.82808549999936,2.940858e-08,0.1996075
14.342827699998452,2.942663e-08,0.1996083
14.849260299999514,2.946076e-08,0.199608
15.351016499998877,2.947725e-08,0.1996079
15.856663200000185,2.948096e-08,0.1996089
16.36040199999843,2.949993e-08,0.1996083
16.875502400000187,2.952059e-08,0.1996084
17.37733819999994,2.956312e-08,0.1996084
17.891887699999643,2.957752e-08,0.1996078
18.396902799999225,2.957763e-08,0.1996085
18.900659999999334,2.958543e-08,0.1996085
19.40490679999857,2.959635e-08,0.1996082
19.90988339999967,2.96071e-08,0.199608
20.411838299998635,2.964988e-08,0.1996079
20.91646149999906,2.966907e-08,0.1996077
21.420728600000075,2.967073e-08,0.1996078
21.921801399999822,2.96816e-08,0.1996086
22.423914499999228,2.969005e-08,0.1996088
22.939506699998674,2.968303e-08,0.1996088
23.45467159999862,2.97036e-08,0.1996091
23.95914019999873,2.973344e-08,0.1996087
24.46059889999924,2.975287e-08,0.1996091
24.974965399998837,2.974777e-08,0.1996088
25.489631099999315,2.977796e-08,0.1996081
25.994393599999967,2.976398e-08,0.1996086
26.498436399999264,2.978459e-08,0.1996083
26.99961230000008,2.979164e-08,0.1996088
27.514532099999997,2.9807e-08,0.1996091
28.01440679999905,2.982974e-08,0.1996093
28.52056850000008,2.983493e-08,0.1996083
29.02233879999949,2.983612e-08,0.1996083
29.52630919999865,2.985644e-08,0.1996085
30.028672899999947,2.985841e-08,0.1996084
30.530801499999143,2.985525e-08,0.1996089
31.03095419999954,2.985722e-08,0.1996081
31.531438099998923,2.985835e-08,0.199608
32.04421899999943,2.985789e-08,0.1996082
32.54637009999897,2.986111e-08,0.1996077
33.050146499999755,2.987839e-08,0.1996078
33.55214199999864,2.987573e-08,0.1996083
34.05363419999958,2.988055e-08,0.1996084
34.55474159999903,2.989148e-08,0.1996079
35.06901769999968,2.989063e-08,0.1996089
35.58380810000017,2.989795e-08,0.1996078
36.085168699999485,2.990368e-08,0.1996088
36.58800770000016,2.991898e-08,0.1996075
37.09095499999967,2.994773e-08,0.1996076
37.59193239999877,2.995024e-08,0.1996081
38.094403899998724,2.995779e-08,0.1996093
38.60784389999935,2.997246e-08,0.1996078
39.10898839999936,2.996824e-08,0.1996081
39.62115039999844,2.998545e-08,0.199608
40.12885959999949,2.998951e-08,0.1996085
40.64246699999967,2.999893e-08,0.1996081
41.147456699998656,2.999895e-08,0.1996075
41.66189269999995,3.000057e-08,0.1996081
42.176798299999064,2.999799e-08,0.1996071
42.6932657999987,3.000785e-08,0.1996076
43.20742109999992,3.001064e-08,0.1996082
43.7088780999984,3.000851e-08,0.1996077
44.21290029999909,3.001077e-08,0.1996084
44.72051869999996,3.001563e-08,0.1996075
45.22288630000003,3.003019e-08,0.1996079
45.725804899999275,3.003664e-08,0.1996078
46.238322600000174,3.002577e-08,0.1996081
46.741885499999626,3.00359e-08,0.1996086
47.258129499999995,3.004805e-08,0.1996084
47.77181449999989,3.00482e-08,0.1996082
48.27297439999893,3.005089e-08,0.1996083
48.7787515,3.004798e-08,0.1996074
49.28221069999927,3.004249e-08,0.1996079
49.788819699999294,3.005385e-08,0.1996081
50.303222799999276,3.003744e-08,0.1996083
