Time (s),Current (A),Voltage (V)
0.7384059000005436,5.010713e-08,0.4990276
1.1710542999999234,5.056346e-08,0.4990279
1.6762601999998878,5.111734e-08,0.4990275
2.177280900000369,5.162595e-08,0.4990279
2.679479899999933,5.208975e-08,0.4990266
3.1828636000000188,5.250203e-08,0.4990272
3.687127099999998,5.288169e-08,0.4990279
4.190071200000602,5.323242e-08,0.4990275
4.6963746000001265,5.356066e-08,0.499028
5.196996499999841,5.388403e-08,0.4990279
5.712597100000494,5.418747e-08,0.4990274
6.227830900000299,5.448181e-08,0.4990272
6.74211379999997,5.475861e-08,0.4990277
7.2572651000000405,5.50246e-08,0.499028
7.7586809000004,5.527439e-08,0.4990281
8.262441099999705,5.552488e-08,0.4990277
8.768901200000073,5.575822e-08,0.4990279
9.271291400000337,5.598741e-08,0.4990276
9.773508600000241,5.621532e-08,0.4990275
10.287201500000265,5.643019e-08,0.4990279
10.790171600000576,5.663829e-08,0.4990276
11.292765500000314,5.683827e-08,0.4990278
11.799671599999783,5.704166e-08,0.499027
12.304995000000417,5.722702e-08,0.4990266
12.820208699999966,5.742075e-08,0.4990272
13.332817000000432,5.761901e-08,0.4990276
13.834780000000137,5.78018e-08,0.4990273
14.349947599999723,5.797529e-08,0.4990278
14.851298600000518,5.814232e-08,0.4990275
15.36576789999981,5.831287e-08,0.4990268
15.872322600000189,5.848313e-08,0.4990273
16.378431900000578,5.864495e-08,0.499027
16.87971000000016,5.874814e-08,0.499027
17.381435500000407,5.885633e-08,0.499027
17.882846299999983,5.896992e-08,0.4990273
18.39871579999999,5.909682e-08,0.4990279
18.91396739999982,5.923642e-08,0.4990273
19.41726170000038,5.939108e-08,0.4990272
19.9193008000002,5.953533e-08,0.4990273
20.422970499999792,5.965705e-08,0.4990268
20.924234699999943,5.97848e-08,0.4990261
21.42841150000004,5.993022e-08,0.499027
21.94503210000039,6.006098e-08,0.499027
22.459768700000495,6.01859e-08,0.4990274
22.963476800000535,6.032511e-08,0.4990268
23.465979100000368,6.046699e-08,0.4990273
23.972458799999913,6.059294e-08,0.4990275
24.480042700000013,6.07218e-08,0.4990278
24.982792800000425,6.083722e-08,0.4990278
25.48457320000034,6.095701e-08,0.4990286
25.988504099999773,6.108953e-08,0.4990275
26.4961758999998,6.122038e-08,0.4990269
26.999154199999793,6.134313e-08,0.4990287
27.513487199999872,6.146337e-08,0.4990271
28.027333799999724,6.156998e-08,0.4990264
28.532004499999857,6.16793e-08,0.4990275
29.053144900000007,6.179027e-08,0.4990272
29.5612914000003,6.189416e-08,0.4990268
30.076869700000316,6.20148e-08,0.4990276
30.591972400000486,6.213335e-08,0.499027
31.0924399000005,6.224691e-08,0.4990273
31.606348799999978,6.236252e-08,0.4990273
32.10956630000055,6.245915e-08,0.499027
32.61323489999995,6.253806e-08,0.499027
33.11724560000039,6.26244e-08,0.4990275
33.61964760000046,6.272843e-08,0.4990275
34.124143099999856,6.283732e-08,0.4990275
34.62617670000054,6.292917e-08,0.4990272
35.128496400000586,6.303365e-08,0.4990271
35.634709300000395,6.312226e-08,0.4990284
36.14015990000007,6.320481e-08,0.4990282
36.644757500000196,6.327143e-08,0.4990276
37.150244000000384,6.337838e-08,0.4990279
37.65552960000059,6.349482e-08,0.499028
38.159950899999785,6.360501e-08,0.4990261
38.66085370000019,6.372066e-08,0.4990278
39.16243570000006,6.382021e-08,0.4990283
39.66957590000038,6.38975e-08,0.4990284
40.18526699999984,6.398491e-08,0.4990276
40.69053040000017,6.408352e-08,0.4990271
41.19659370000045,6.416874e-08,0.4990267
41.70020620000014,6.426111e-08,0.4990273
42.20233629999984,6.434163e-08,0.4990276
42.702871100000266,6.440504e-08,0.4990271
43.204789999999775,6.446453e-08,0.4990269
43.70956509999996,6.451938e-08,0.499027
44.213645499999984,6.460422e-08,0.499028
44.71493470000041,6.470113e-08,0.4990277
45.21597240000028,6.478286e-08,0.4990273
45.71998110000004,6.485064e-08,0.499027
46.231806900000265,6.496298e-08,0.4990271
46.73330950000036,6.504774e-08,0.4990268
47.24127099999987,6.514755e-08,0.4990277
47.745222999999896,6.52519e-08,0.4990274
48.248297699999966,6.534032e-08,0.4990256
48.754194900000584,6.542329e-08,0.4990267
49.25729330000013,6.550636e-08,0.4990272
49.76174129999981,6.558769e-08,0.4990279
50.276164300000346,6.562286e-08,0.4990274
50.77734529999998,6.537407e-08,0.4990274
51.29097869999987,6.497039e-08,0.4990271
51.79101790000004,6.484907e-08,0.499028
52.29087960000015,6.471653e-08,0.4990275
52.79244500000004,6.474571e-08,0.499028
53.292779399999745,6.486601e-08,0.4990277
53.79664070000035,6.495605e-08,0.4990286
54.302078800000345,6.502172e-08,0.4990276
54.802729300000465,6.509668e-08,0.4990272
55.30463940000027,6.519631e-08,0.4990271
55.80988410000009,6.530677e-08,0.4990277
56.311264900000424,6.544069e-08,0.4990278
56.81566920000023,6.555271e-08,0.4990275
57.3172996000003,6.561777e-08,0.4990271
57.82855650000056,6.567117e-08,0.499027
58.340360500000315,6.573318e-08,0.499027
58.85056869999971,6.580724e-08,0.4990277
59.358734399999776,6.587572e-08,0.4990279
59.87329940000018,6.595646e-08,0.4990273
60.40346250000039,6.602568e-08,0.4990269
61.39389420000043,2.225763e-06,0.4990274
61.899957700000414,2.257783e-06,0.4990266
62.40583390000029,2.275004e-06,0.499027
62.908624300000156,2.287166e-06,0.4990273
63.41857750000054,2.293337e-06,0.4990268
63.92522090000057,2.304635e-06,0.4990276
64.43171600000005,2.317796e-06,0.4990268
64.94056760000058,2.322016e-06,0.4990275
65.45224289999987,2.332096e-06,0.4990262
65.96553649999987,2.33356e-06,0.4990271
66.47758260000046,2.34133e-06,0.4990276
66.98509999999987,2.343501e-06,0.499027
67.50211630000013,2.351275e-06,0.4990269
68.01704250000057,2.354571e-06,0.499027
68.53550460000042,2.361468e-06,0.499027
69.05279729999984,2.362187e-06,0.499027
69.56952830000046,2.371581e-06,0.4990267
70.08688419999999,2.372135e-06,0.4990275
70.60912809999991,2.377036e-06,0.4990264
71.12734079999973,2.388597e-06,0.4990276
71.64874220000002,2.392652e-06,0.4990277
72.1895942000001,2.399323e-06,0.4990276
72.71217280000019,2.405228e-06,0.499027
73.23709950000011,2.410363e-06,0.499027
73.75958890000038,2.416814e-06,0.4990274
74.2889737000005,2.420107e-06,0.499028
