[Measurement conditions]
Sample identification,
Comment - 1,"Configuration=Chi-Phi-Z stage 240 mm (reflection), Owner=User-1, Creation date=10/23/2015 4:48:55 PM"
Comment - 2,"Goniometer=Theta/Theta; Minimum step size 2Theta:0.0001; Minimum step size Omega:0.0001"
Comment - 3,"Sample stage=Chi-Phi-z stage 240 mm (reflection); Minimum step size Phi:0.01; Minimum step size Chi:0.01; Minimum step size Z:0.001"
Comment - 4,"Diffractometer system=EMPYREAN"
Comment - 5,"Measurement program=C:\PANalytical\Data Collector\Programs\Yuki-Relative_omega-scan.xrdmp, Identifier={714DD9F1-97E5-4756-BC72-863CC68FA22F}"
Comment - 6,"Fine Calibration Offset for 2Theta = 0.0058 deg"
Comment - 7,"Fine Calibration Offset for Omega = 0.2418 deg"
Anode material,Cu
K-Alpha1 wavelength,1.5405980
K-Alpha2 wavelength,1.5444260
Ratio K-Alpha2/K-Alpha1,0.000
Monochromator used,YES
Generator voltage, 40
Tube current, 20
File date and time,21/Oct/2023 10:19
Unit cell,
h k l, 0 0 0
Scan axis,Omega
7.341850, 0.088, 0.0
7.342350, 0.088, 0.0
7.342850, 0.088, 0.0
7.343350, 0.088, 1.0
7.343850, 0.088, 1.0
7.344350, 0.088, 0.0
7.344850, 0.088, 1.0
7.345350, 0.088, 0.0
7.345850, 0.088, 0.0
7.346350, 0.088, 2.0
7.346850, 0.088, 0.0
7.347350, 0.088, 0.0
7.347850, 0.088, 0.0
7.348350, 0.088, 0.0
7.348850, 0.088, 0.0
7.349350, 0.088, 0.0
7.349850, 0.088, 0.0
7.350350, 0.088, 0.0
7.350850, 0.088, 1.0
7.351350, 0.088, 0.0
7.351850, 0.088, 0.0
7.352350, 0.088, 0.0
7.352850, 0.088, 1.0
7.353350, 0.088, 0.0
7.353850, 0.088, 0.0
7.354350, 0.088, 0.0
7.354850, 0.088, 0.0
7.355350, 0.088, 0.0
7.355850, 0.088, 0.0
7.356350, 0.088, 0.0
7.356850, 0.088, 1.0
7.357350, 0.088, 1.0
7.357850, 0.088, 1.0
7.358350, 0.088, 0.0
7.358850, 0.088, 0.0
7.359350, 0.088, 0.0
7.359850, 0.088, 1.0
7.360350, 0.088, 0.0
7.360850, 0.088, 0.0
7.361350, 0.088, 0.0
7.361850, 0.088, 0.0
7.362350, 0.088, 0.0
7.362850, 0.088, 3.0
7.363350, 0.088, 0.0
7.363850, 0.088, 2.0
7.364350, 0.088, 4.0
7.364850, 0.088, 1.0
7.365350, 0.088, 0.0
7.365850, 0.088, 0.0
7.366350, 0.088, 0.0
7.366850, 0.088, 1.0
7.367350, 0.088, 0.0
7.367850, 0.088, 1.0
7.368350, 0.088, 1.0
7.368850, 0.088, 1.0
7.369350, 0.088, 0.0
7.369850, 0.088, 1.0
7.370350, 0.088, 1.0
7.370850, 0.088, 3.0
7.371350, 0.088, 1.0
7.371850, 0.088, 1.0
7.372350, 0.088, 0.0
7.372850, 0.088, 1.0
7.373350, 0.088, 0.0
7.373850, 0.088, 2.0
7.374350, 0.088, 1.0
7.374850, 0.088, 1.0
7.375350, 0.088, 2.0
7.375850, 0.088, 0.0
7.376350, 0.088, 0.0
7.376850, 0.088, 1.0
7.377350, 0.088, 0.0
7.377850, 0.088, 0.0
7.378350, 0.088, 1.0
7.378850, 0.088, 2.0
7.379350, 0.088, 2.0
7.379850, 0.088, 2.0
7.380350, 0.088, 1.0
7.380850, 0.088, 0.0
7.381350, 0.088, 0.0
7.381850, 0.088, 0.0
7.382350, 0.088, 0.0
7.382850, 0.088, 4.0
7.383350, 0.088, 1.0
7.383850, 0.088, 0.0
7.384350, 0.088, 1.0
7.384850, 0.088, 0.0
7.385350, 0.088, 0.0
7.385850, 0.088, 0.0
7.386350, 0.088, 2.0
7.386850, 0.088, 2.0
7.387350, 0.088, 1.0
7.387850, 0.088, 0.0
7.388350, 0.088, 1.0
7.388850, 0.088, 1.0
7.389350, 0.088, 1.0
7.389850, 0.088, 0.0
7.390350, 0.088, 2.0
7.390850, 0.088, 0.0
7.391350, 0.088, 2.0
7.391850, 0.088, 4.0
7.392350, 0.088, 2.0
7.392850, 0.088, 0.0
7.393350, 0.088, 2.0
7.393850, 0.088, 4.0
7.394350, 0.088, 3.0
7.394850, 0.088, 5.0
7.395350, 0.088, 3.0
7.395850, 0.088, 0.0
7.396350, 0.088, 3.0
7.396850, 0.088, 3.0
7.397350, 0.088, 4.0
7.397850, 0.088, 2.0
7.398350, 0.088, 2.0
7.398850, 0.088, 2.0
7.399350, 0.088, 3.0
7.399850, 0.088, 0.0
7.400350, 0.088, 3.0
7.400850, 0.088, 2.0
7.401350, 0.088, 1.0
7.401850, 0.088, 4.0
7.402350, 0.088, 5.0
7.402850, 0.088, 4.0
7.403350, 0.088, 0.0
7.403850, 0.088, 4.0
7.404350, 0.088, 1.0
7.404850, 0.088, 1.0
7.405350, 0.088, 2.0
7.405850, 0.088, 1.0
7.406350, 0.088, 1.0
7.406850, 0.088, 3.0
7.407350, 0.088, 3.0
7.407850, 0.088, 4.0
7.408350, 0.088, 0.0
7.408850, 0.088, 4.0
7.409350, 0.088, 3.0
7.409850, 0.088, 4.0
7.410350, 0.088, 6.0
7.410850, 0.088, 6.0
7.411350, 0.088, 4.0
7.411850, 0.088, 5.0
7.412350, 0.088, 2.0
7.412850, 0.088, 4.0
7.413350, 0.088, 7.0
7.413850, 0.088, 1.0
7.414350, 0.088, 2.0
7.414850, 0.088, 3.0
7.415350, 0.088, 2.0
7.415850, 0.088, 8.0
7.416350, 0.088, 1.0
7.416850, 0.088, 1.0
7.417350, 0.088, 4.0
7.417850, 0.088, 3.0
7.418350, 0.088, 8.0
7.418850, 0.088, 4.0
7.419350, 0.088, 6.0
7.419850, 0.088, 4.0
7.420350, 0.088, 5.0
7.420850, 0.088, 7.0
7.421350, 0.088, 9.0
7.421850, 0.088, 4.0
7.422350, 0.088, 3.0
7.422850, 0.088, 5.0
7.423350, 0.088, 6.0
7.423850, 0.088, 10.0
7.424350, 0.088, 6.0
7.424850, 0.088, 7.0
7.425350, 0.088, 9.0
7.425850, 0.088, 1.0
7.426350, 0.088, 4.0
7.426850, 0.088, 6.0
7.427350, 0.088, 6.0
7.427850, 0.088, 11.0
7.428350, 0.088, 12.0
7.428850, 0.088, 9.0
7.429350, 0.088, 6.0
7.429850, 0.088, 8.0
7.430350, 0.088, 6.0
7.430850, 0.088, 9.0
7.431350, 0.088, 11.0
7.431850, 0.088, 5.0
7.432350, 0.088, 17.0
7.432850, 0.088, 16.0
7.433350, 0.088, 8.0
7.433850, 0.088, 13.0
7.434350, 0.088, 13.0
7.434850, 0.088, 9.0
7.435350, 0.088, 14.0
7.435850, 0.088, 22.0
7.436350, 0.088, 9.0
7.436850, 0.088, 15.0
7.437350, 0.088, 16.0
7.437850, 0.088, 13.0
7.438350, 0.088, 19.0
7.438850, 0.088, 30.0
7.439350, 0.088, 16.0
7.439850, 0.088, 15.0
7.440350, 0.088, 13.0
7.440850, 0.088, 20.0
7.441350, 0.088, 19.0
7.441850, 0.088, 20.0
7.442350, 0.088, 20.0
7.442850, 0.088, 23.0
7.443350, 0.088, 27.0
7.443850, 0.088, 24.0
7.444350, 0.088, 30.0
7.444850, 0.088, 31.0
7.445350, 0.088, 28.0
7.445850, 0.088, 34.0
7.446350, 0.088, 35.0
7.446850, 0.088, 31.0
7.447350, 0.088, 39.0
7.447850, 0.088, 34.0
7.448350, 0.088, 42.0
7.448850, 0.088, 38.0
7.449350, 0.088, 33.0
7.449850, 0.088, 44.0
7.450350, 0.088, 40.0
7.450850, 0.088, 55.0
7.451350, 0.088, 65.0
7.451850, 0.088, 57.0
7.452350, 0.088, 79.0
7.452850, 0.088, 57.0
7.453350, 0.088, 75.0
7.453850, 0.088, 86.0
7.454350, 0.088, 83.0
7.454850, 0.088, 96.0
7.455350, 0.088, 92.0
7.455850, 0.088, 93.0
7.456350, 0.088, 119.0
7.456850, 0.088, 104.0
7.457350, 0.088, 142.0
7.457850, 0.088, 162.0
7.458350, 0.088, 173.0
7.458850, 0.088, 186.0
7.459350, 0.088, 214.0
7.459850, 0.088, 279.0
7.460350, 0.088, 296.0
7.460850, 0.088, 386.0
7.461350, 0.088, 472.0
7.461850, 0.088, 594.0
7.462350, 0.088, 751.0
7.462850, 0.088, 1044.0
7.463350, 0.088, 1615.0
7.463850, 0.088, 2332.0
7.464350, 0.088, 3309.0
7.464850, 0.088, 4310.0
7.465350, 0.088, 5342.0
7.465850, 0.088, 5699.0
7.466350, 0.088, 5921.0
7.466850, 0.088, 5645.0
7.467350, 0.088, 5348.0
7.467850, 0.088, 4674.0
7.468350, 0.088, 3742.0
7.468850, 0.088, 2963.0
7.469350, 0.088, 2235.0
7.469850, 0.088, 1742.0
7.470350, 0.088, 1258.0
7.470850, 0.088, 985.0
7.471350, 0.088, 859.0
7.471850, 0.088, 695.0
7.472350, 0.088, 590.0
7.472850, 0.088, 481.0
7.473350, 0.088, 474.0
7.473850, 0.088, 399.0
7.474350, 0.088, 335.0
7.474850, 0.088, 304.0
7.475350, 0.088, 290.0
7.475850, 0.088, 259.0
7.476350, 0.088, 234.0
7.476850, 0.088, 209.0
7.477350, 0.088, 221.0
7.477850, 0.088, 194.0
7.478350, 0.088, 177.0
7.478850, 0.088, 170.0
7.479350, 0.088, 133.0
7.479850, 0.088, 160.0
7.480350, 0.088, 141.0
7.480850, 0.088, 138.0
7.481350, 0.088, 121.0
7.481850, 0.088, 103.0
7.482350, 0.088, 97.0
7.482850, 0.088, 99.0
7.483350, 0.088, 95.0
7.483850, 0.088, 73.0
7.484350, 0.088, 74.0
7.484850, 0.088, 78.0
7.485350, 0.088, 79.0
7.485850, 0.088, 56.0
7.486350, 0.088, 53.0
7.486850, 0.088, 46.0
7.487350, 0.088, 54.0
7.487850, 0.088, 52.0
7.488350, 0.088, 54.0
7.488850, 0.088, 34.0
7.489350, 0.088, 41.0
7.489850, 0.088, 32.0
7.490350, 0.088, 33.0
7.490850, 0.088, 37.0
7.491350, 0.088, 39.0
7.491850, 0.088, 32.0
7.492350, 0.088, 29.0
7.492850, 0.088, 37.0
7.493350, 0.088, 38.0
7.493850, 0.088, 36.0
7.494350, 0.088, 37.0
7.494850, 0.088, 30.0
7.495350, 0.088, 12.0
7.495850, 0.088, 21.0
7.496350, 0.088, 24.0
7.496850, 0.088, 17.0
7.497350, 0.088, 19.0
7.497850, 0.088, 18.0
7.498350, 0.088, 17.0
7.498850, 0.088, 17.0
7.499350, 0.088, 14.0
7.499850, 0.088, 21.0
7.500350, 0.088, 13.0
7.500850, 0.088, 25.0
7.501350, 0.088, 14.0
7.501850, 0.088, 14.0
7.502350, 0.088, 16.0
7.502850, 0.088, 10.0
7.503350, 0.088, 8.0
7.503850, 0.088, 19.0
7.504350, 0.088, 12.0
7.504850, 0.088, 15.0
7.505350, 0.088, 13.0
7.505850, 0.088, 19.0
7.506350, 0.088, 8.0
7.506850, 0.088, 12.0
7.507350, 0.088, 7.0
7.507850, 0.088, 14.0
7.508350, 0.088, 7.0
7.508850, 0.088, 9.0
7.509350, 0.088, 9.0
7.509850, 0.088, 6.0
7.510350, 0.088, 5.0
7.510850, 0.088, 7.0
7.511350, 0.088, 5.0
7.511850, 0.088, 7.0
7.512350, 0.088, 13.0
7.512850, 0.088, 4.0
7.513350, 0.088, 9.0
7.513850, 0.088, 5.0
7.514350, 0.088, 9.0
7.514850, 0.088, 8.0
7.515350, 0.088, 4.0
7.515850, 0.088, 8.0
7.516350, 0.088, 8.0
7.516850, 0.088, 5.0
7.517350, 0.088, 5.0
7.517850, 0.088, 4.0
7.518350, 0.088, 9.0
7.518850, 0.088, 9.0
7.519350, 0.088, 7.0
7.519850, 0.088, 6.0
7.520350, 0.088, 4.0
7.520850, 0.088, 4.0
7.521350, 0.088, 5.0
7.521850, 0.088, 8.0
7.522350, 0.088, 2.0
7.522850, 0.088, 3.0
7.523350, 0.088, 5.0
7.523850, 0.088, 3.0
7.524350, 0.088, 5.0
7.524850, 0.088, 3.0
7.525350, 0.088, 0.0
7.525850, 0.088, 5.0
7.526350, 0.088, 7.0
7.526850, 0.088, 1.0
7.527350, 0.088, 4.0
7.527850, 0.088, 1.0
7.528350, 0.088, 2.0
7.528850, 0.088, 5.0
7.529350, 0.088, 3.0
7.529850, 0.088, 5.0
7.530350, 0.088, 1.0
7.530850, 0.088, 3.0
7.531350, 0.088, 0.0
7.531850, 0.088, 1.0
7.532350, 0.088, 0.0
7.532850, 0.088, 2.0
7.533350, 0.088, 2.0
7.533850, 0.088, 1.0
7.534350, 0.088, 2.0
7.534850, 0.088, 2.0
7.535350, 0.088, 2.0
7.535850, 0.088, 2.0
7.536350, 0.088, 2.0
7.536850, 0.088, 3.0
7.537350, 0.088, 2.0
7.537850, 0.088, 0.0
7.538350, 0.088, 0.0
7.538850, 0.088, 1.0
7.539350, 0.088, 2.0
7.539850, 0.088, 3.0
7.540350, 0.088, 2.0
7.540850, 0.088, 1.0
7.541350, 0.088, 0.0
7.541850, 0.088, 3.0
7.542350, 0.088, 2.0
7.542850, 0.088, 1.0
7.543350, 0.088, 0.0
7.543850, 0.088, 1.0
7.544350, 0.088, 1.0
7.544850, 0.088, 1.0
7.545350, 0.088, 1.0
7.545850, 0.088, 2.0
7.546350, 0.088, 3.0
7.546850, 0.088, 0.0
7.547350, 0.088, 2.0
7.547850, 0.088, 0.0
7.548350, 0.088, 2.0
7.548850, 0.088, 1.0
7.549350, 0.088, 2.0
7.549850, 0.088, 0.0
7.550350, 0.088, 2.0
7.550850, 0.088, 2.0
7.551350, 0.088, 2.0
7.551850, 0.088, 2.0
7.552350, 0.088, 1.0
7.552850, 0.088, 3.0
7.553350, 0.088, 0.0
7.553850, 0.088, 1.0
7.554350, 0.088, 1.0
7.554850, 0.088, 1.0
7.555350, 0.088, 0.0
7.555850, 0.088, 1.0
7.556350, 0.088, 0.0
7.556850, 0.088, 1.0
7.557350, 0.088, 0.0
7.557850, 0.088, 0.0
7.558350, 0.088, 0.0
7.558850, 0.088, 0.0
7.559350, 0.088, 0.0
7.559850, 0.088, 0.0
7.560350, 0.088, 2.0
7.560850, 0.088, 0.0
7.561350, 0.088, 0.0
7.561850, 0.088, 0.0
7.562350, 0.088, 0.0
7.562850, 0.088, 3.0
7.563350, 0.088, 0.0
7.563850, 0.088, 3.0
7.564350, 0.088, 2.0
7.564850, 0.088, 0.0
7.565350, 0.088, 0.0
7.565850, 0.088, 1.0
7.566350, 0.088, 0.0
7.566850, 0.088, 1.0
7.567350, 0.088, 0.0
7.567850, 0.088, 2.0
7.568350, 0.088, 1.0
7.568850, 0.088, 0.0
7.569350, 0.088, 1.0
7.569850, 0.088, 1.0
7.570350, 0.088, 0.0
7.570850, 0.088, 0.0
7.571350, 0.088, 0.0
7.571850, 0.088, 0.0
7.572350, 0.088, 1.0
7.572850, 0.088, 0.0
7.573350, 0.088, 0.0
7.573850, 0.088, 0.0
7.574350, 0.088, 1.0
7.574850, 0.088, 0.0
7.575350, 0.088, 0.0
7.575850, 0.088, 0.0
7.576350, 0.088, 1.0
7.576850, 0.088, 0.0
7.577350, 0.088, 0.0
7.577850, 0.088, 0.0
7.578350, 0.088, 2.0
7.578850, 0.088, 1.0
7.579350, 0.088, 2.0
7.579850, 0.088, 0.0
7.580350, 0.088, 0.0
7.580850, 0.088, 1.0
7.581350, 0.088, 1.0
7.581850, 0.088, 0.0
7.582350, 0.088, 0.0
7.582850, 0.088, 0.0
7.583350, 0.088, 0.0
7.583850, 0.088, 1.0
7.584350, 0.088, 2.0
7.584850, 0.088, 1.0
7.585350, 0.088, 0.0
7.585850, 0.088, 0.0
7.586350, 0.088, 1.0
7.586850, 0.088, 0.0
7.587350, 0.088, 1.0
7.587850, 0.088, 2.0
7.588350, 0.088, 0.0
7.588850, 0.088, 0.0
7.589350, 0.088, 2.0
7.589850, 0.088, 2.0
7.590350, 0.088, 0.0
7.590850, 0.088, 0.0
7.591350, 0.088, 1.0
7.591850, 0.088, 1.0
7.592350, 0.088, 0.0
7.592850, 0.088, 1.0
7.593350, 0.088, 1.0
7.593850, 0.088, 0.0
7.594350, 0.088, 0.0
7.594850, 0.088, 0.0
7.595350, 0.088, 0.0
7.595850, 0.088, 0.0
7.596350, 0.088, 3.0
7.596850, 0.088, 1.0
7.597350, 0.088, 0.0
7.597850, 0.088, 0.0
7.598350, 0.088, 0.0
7.598850, 0.088, 0.0
7.599350, 0.088, 0.0
7.599850, 0.088, 0.0
7.600350, 0.088, 0.0
7.600850, 0.088, 1.0
7.601350, 0.088, 0.0
7.601850, 0.088, 0.0
7.602350, 0.088, 0.0
7.602850, 0.088, 0.0
7.603350, 0.088, 1.0
7.603850, 0.088, 1.0
7.604350, 0.088, 0.0
7.604850, 0.088, 2.0
7.605350, 0.088, 0.0
7.605850, 0.088, 0.0
7.606350, 0.088, 1.0
7.606850, 0.088, 0.0
7.607350, 0.088, 3.0
7.607850, 0.088, 0.0
7.608350, 0.088, 0.0
7.608850, 0.088, 1.0
7.609350, 0.088, 0.0
7.609850, 0.088, 0.0
7.610350, 0.088, 0.0
7.610850, 0.088, 0.0
7.611350, 0.088, 0.0
7.611850, 0.088, 0.0
7.612350, 0.088, 0.0
7.612850, 0.088, 0.0
7.613350, 0.088, 0.0
7.613850, 0.088, 0.0
7.614350, 0.088, 2.0
7.614850, 0.088, 0.0
7.615350, 0.088, 1.0
7.615850, 0.088, 0.0
7.616350, 0.088, 0.0
7.616850, 0.088, 0.0
7.617350, 0.088, 2.0
7.617850, 0.088, 0.0
7.618350, 0.088, 0.0
7.618850, 0.088, 0.0
7.619350, 0.088, 0.0
7.619850, 0.088, 0.0
7.620350, 0.088, 1.0
7.620850, 0.088, 0.0
7.621350, 0.088, 1.0
7.621850, 0.088, 0.0
7.622350, 0.088, 0.0
7.622850, 0.088, 0.0
7.623350, 0.088, 1.0
7.623850, 0.088, 0.0
7.624350, 0.088, 0.0
7.624850, 0.088, 0.0
7.625350, 0.088, 0.0
7.625850, 0.088, 1.0
7.626350, 0.088, 0.0
7.626850, 0.088, 0.0
7.627350, 0.088, 2.0
7.627850, 0.088, 0.0
7.628350, 0.088, 0.0
7.628850, 0.088, 0.0
7.629350, 0.088, 0.0
7.629850, 0.088, 0.0
7.630350, 0.088, 1.0
7.630850, 0.088, 0.0
7.631350, 0.088, 0.0
7.631850, 0.088, 0.0
7.632350, 0.088, 1.0
7.632850, 0.088, 0.0
7.633350, 0.088, 0.0
7.633850, 0.088, 0.0
7.634350, 0.088, 0.0
7.634850, 0.088, 1.0
7.635350, 0.088, 1.0
7.635850, 0.088, 0.0
7.636350, 0.088, 0.0
7.636850, 0.088, 0.0
7.637350, 0.088, 1.0
7.637850, 0.088, 0.0
7.638350, 0.088, 0.0
7.638850, 0.088, 0.0
7.639350, 0.088, 1.0
7.639850, 0.088, 0.0
7.640350, 0.088, 0.0
7.640850, 0.088, 0.0
7.641350, 0.088, 1.0
7.641850, 0.088, 0.0
7.642350, 0.088, 0.0
7.642850, 0.088, 0.0
7.643350, 0.088, 2.0
7.643850, 0.088, 0.0
7.644350, 0.088, 0.0
