[Measurement conditions]
Sample identification,
Comment - 1,"Configuration=Chi-Phi-Z stage 240 mm (reflection), Owner=User-1, Creation date=10/23/2015 4:48:55 PM"
Comment - 2,"Goniometer=Theta/Theta; Minimum step size 2Theta:0.0001; Minimum step size Omega:0.0001"
Comment - 3,"Sample stage=Chi-Phi-z stage 240 mm (reflection); Minimum step size Phi:0.01; Minimum step size Chi:0.01; Minimum step size Z:0.001"
Comment - 4,"Diffractometer system=EMPYREAN"
Comment - 5,"Measurement program=C:\PANalytical\Data Collector\Programs\Yuki-Relative_omega-scan.xrdmp, Identifier={714DD9F1-97E5-4756-BC72-863CC68FA22F}"
Comment - 6,"Fine Calibration Offset for 2Theta = 0.0058 deg"
Comment - 7,"Fine Calibration Offset for Omega = 0.2418 deg"
Anode material,Cu
K-Alpha1 wavelength,1.5405980
K-Alpha2 wavelength,1.5444260
Ratio K-Alpha2/K-Alpha1,0.000
Monochromator used,YES
Generator voltage, 40
Tube current, 20
File date and time,21/Oct/2023 10:29
Unit cell,
h k l, 0 0 0
Scan axis,Omega
7.470450, 0.088, 0.0
7.470950, 0.088, 3.0
7.471450, 0.088, 0.0
7.471950, 0.088, 0.0
7.472450, 0.088, 0.0
7.472950, 0.088, 3.0
7.473450, 0.088, 1.0
7.473950, 0.088, 0.0
7.474450, 0.088, 0.0
7.474950, 0.088, 2.0
7.475450, 0.088, 0.0
7.475950, 0.088, 1.0
7.476450, 0.088, 0.0
7.476950, 0.088, 1.0
7.477450, 0.088, 0.0
7.477950, 0.088, 0.0
7.478450, 0.088, 0.0
7.478950, 0.088, 0.0
7.479450, 0.088, 0.0
7.479950, 0.088, 0.0
7.480450, 0.088, 4.0
7.480950, 0.088, 0.0
7.481450, 0.088, 0.0
7.481950, 0.088, 0.0
7.482450, 0.088, 0.0
7.482950, 0.088, 0.0
7.483450, 0.088, 0.0
7.483950, 0.088, 0.0
7.484450, 0.088, 1.0
7.484950, 0.088, 0.0
7.485450, 0.088, 0.0
7.485950, 0.088, 0.0
7.486450, 0.088, 1.0
7.486950, 0.088, 2.0
7.487450, 0.088, 0.0
7.487950, 0.088, 0.0
7.488450, 0.088, 0.0
7.488950, 0.088, 0.0
7.489450, 0.088, 0.0
7.489950, 0.088, 0.0
7.490450, 0.088, 1.0
7.490950, 0.088, 1.0
7.491450, 0.088, 1.0
7.491950, 0.088, 0.0
7.492450, 0.088, 1.0
7.492950, 0.088, 0.0
7.493450, 0.088, 0.0
7.493950, 0.088, 1.0
7.494450, 0.088, 2.0
7.494950, 0.088, 0.0
7.495450, 0.088, 3.0
7.495950, 0.088, 0.0
7.496450, 0.088, 1.0
7.496950, 0.088, 0.0
7.497450, 0.088, 1.0
7.497950, 0.088, 0.0
7.498450, 0.088, 0.0
7.498950, 0.088, 1.0
7.499450, 0.088, 1.0
7.499950, 0.088, 2.0
7.500450, 0.088, 1.0
7.500950, 0.088, 0.0
7.501450, 0.088, 1.0
7.501950, 0.088, 0.0
7.502450, 0.088, 0.0
7.502950, 0.088, 0.0
7.503450, 0.088, 3.0
7.503950, 0.088, 0.0
7.504450, 0.088, 1.0
7.504950, 0.088, 2.0
7.505450, 0.088, 0.0
7.505950, 0.088, 0.0
7.506450, 0.088, 0.0
7.506950, 0.088, 0.0
7.507450, 0.088, 0.0
7.507950, 0.088, 1.0
7.508450, 0.088, 1.0
7.508950, 0.088, 3.0
7.509450, 0.088, 1.0
7.509950, 0.088, 1.0
7.510450, 0.088, 1.0
7.510950, 0.088, 1.0
7.511450, 0.088, 0.0
7.511950, 0.088, 1.0
7.512450, 0.088, 2.0
7.512950, 0.088, 1.0
7.513450, 0.088, 1.0
7.513950, 0.088, 0.0
7.514450, 0.088, 2.0
7.514950, 0.088, 1.0
7.515450, 0.088, 1.0
7.515950, 0.088, 2.0
7.516450, 0.088, 2.0
7.516950, 0.088, 0.0
7.517450, 0.088, 1.0
7.517950, 0.088, 1.0
7.518450, 0.088, 2.0
7.518950, 0.088, 3.0
7.519450, 0.088, 1.0
7.519950, 0.088, 0.0
7.520450, 0.088, 1.0
7.520950, 0.088, 1.0
7.521450, 0.088, 1.0
7.521950, 0.088, 0.0
7.522450, 0.088, 5.0
7.522950, 0.088, 0.0
7.523450, 0.088, 1.0
7.523950, 0.088, 2.0
7.524450, 0.088, 0.0
7.524950, 0.088, 2.0
7.525450, 0.088, 0.0
7.525950, 0.088, 0.0
7.526450, 0.088, 3.0
7.526950, 0.088, 2.0
7.527450, 0.088, 1.0
7.527950, 0.088, 0.0
7.528450, 0.088, 0.0
7.528950, 0.088, 2.0
7.529450, 0.088, 1.0
7.529950, 0.088, 1.0
7.530450, 0.088, 2.0
7.530950, 0.088, 2.0
7.531450, 0.088, 3.0
7.531950, 0.088, 5.0
7.532450, 0.088, 2.0
7.532950, 0.088, 0.0
7.533450, 0.088, 2.0
7.533950, 0.088, 0.0
7.534450, 0.088, 1.0
7.534950, 0.088, 1.0
7.535450, 0.088, 1.0
7.535950, 0.088, 3.0
7.536450, 0.088, 2.0
7.536950, 0.088, 0.0
7.537450, 0.088, 1.0
7.537950, 0.088, 4.0
7.538450, 0.088, 0.0
7.538950, 0.088, 3.0
7.539450, 0.088, 0.0
7.539950, 0.088, 1.0
7.540450, 0.088, 2.0
7.540950, 0.088, 3.0
7.541450, 0.088, 1.0
7.541950, 0.088, 5.0
7.542450, 0.088, 3.0
7.542950, 0.088, 2.0
7.543450, 0.088, 5.0
7.543950, 0.088, 3.0
7.544450, 0.088, 3.0
7.544950, 0.088, 4.0
7.545450, 0.088, 1.0
7.545950, 0.088, 1.0
7.546450, 0.088, 3.0
7.546950, 0.088, 1.0
7.547450, 0.088, 1.0
7.547950, 0.088, 3.0
7.548450, 0.088, 2.0
7.548950, 0.088, 5.0
7.549450, 0.088, 4.0
7.549950, 0.088, 3.0
7.550450, 0.088, 4.0
7.550950, 0.088, 6.0
7.551450, 0.088, 5.0
7.551950, 0.088, 2.0
7.552450, 0.088, 3.0
7.552950, 0.088, 5.0
7.553450, 0.088, 5.0
7.553950, 0.088, 4.0
7.554450, 0.088, 1.0
7.554950, 0.088, 1.0
7.555450, 0.088, 1.0
7.555950, 0.088, 5.0
7.556450, 0.088, 2.0
7.556950, 0.088, 7.0
7.557450, 0.088, 8.0
7.557950, 0.088, 2.0
7.558450, 0.088, 3.0
7.558950, 0.088, 2.0
7.559450, 0.088, 5.0
7.559950, 0.088, 4.0
7.560450, 0.088, 6.0
7.560950, 0.088, 1.0
7.561450, 0.088, 6.0
7.561950, 0.088, 9.0
7.562450, 0.088, 8.0
7.562950, 0.088, 5.0
7.563450, 0.088, 6.0
7.563950, 0.088, 8.0
7.564450, 0.088, 8.0
7.564950, 0.088, 8.0
7.565450, 0.088, 13.0
7.565950, 0.088, 5.0
7.566450, 0.088, 12.0
7.566950, 0.088, 10.0
7.567450, 0.088, 6.0
7.567950, 0.088, 14.0
7.568450, 0.088, 7.0
7.568950, 0.088, 6.0
7.569450, 0.088, 10.0
7.569950, 0.088, 14.0
7.570450, 0.088, 9.0
7.570950, 0.088, 13.0
7.571450, 0.088, 13.0
7.571950, 0.088, 21.0
7.572450, 0.088, 16.0
7.572950, 0.088, 10.0
7.573450, 0.088, 11.0
7.573950, 0.088, 11.0
7.574450, 0.088, 10.0
7.574950, 0.088, 26.0
7.575450, 0.088, 15.0
7.575950, 0.088, 17.0
7.576450, 0.088, 19.0
7.576950, 0.088, 16.0
7.577450, 0.088, 23.0
7.577950, 0.088, 17.0
7.578450, 0.088, 27.0
7.578950, 0.088, 25.0
7.579450, 0.088, 27.0
7.579950, 0.088, 21.0
7.580450, 0.088, 28.0
7.580950, 0.088, 26.0
7.581450, 0.088, 30.0
7.581950, 0.088, 27.0
7.582450, 0.088, 35.0
7.582950, 0.088, 38.0
7.583450, 0.088, 23.0
7.583950, 0.088, 36.0
7.584450, 0.088, 44.0
7.584950, 0.088, 46.0
7.585450, 0.088, 45.0
7.585950, 0.088, 46.0
7.586450, 0.088, 42.0
7.586950, 0.088, 51.0
7.587450, 0.088, 49.0
7.587950, 0.088, 57.0
7.588450, 0.088, 60.0
7.588950, 0.088, 64.0
7.589450, 0.088, 80.0
7.589950, 0.088, 79.0
7.590450, 0.088, 92.0
7.590950, 0.088, 93.0
7.591450, 0.088, 94.0
7.591950, 0.088, 108.0
7.592450, 0.088, 107.0
7.592950, 0.088, 136.0
7.593450, 0.088, 136.0
7.593950, 0.088, 149.0
7.594450, 0.088, 136.0
7.594950, 0.088, 181.0
7.595450, 0.088, 179.0
7.595950, 0.088, 206.0
7.596450, 0.088, 270.0
7.596950, 0.088, 285.0
7.597450, 0.088, 358.0
7.597950, 0.088, 379.0
7.598450, 0.088, 469.0
7.598950, 0.088, 615.0
7.599450, 0.088, 991.0
7.599950, 0.088, 1374.0
7.600450, 0.088, 2139.0
7.600950, 0.088, 3078.0
7.601450, 0.088, 4035.0
7.601950, 0.088, 4830.0
7.602450, 0.088, 5269.0
7.602950, 0.088, 5404.0
7.603450, 0.088, 5096.0
7.603950, 0.088, 4502.0
7.604450, 0.088, 3903.0
7.604950, 0.088, 3131.0
7.605450, 0.088, 2488.0
7.605950, 0.088, 1824.0
7.606450, 0.088, 1444.0
7.606950, 0.088, 1161.0
7.607450, 0.088, 934.0
7.607950, 0.088, 796.0
7.608450, 0.088, 670.0
7.608950, 0.088, 551.0
7.609450, 0.088, 519.0
7.609950, 0.088, 430.0
7.610450, 0.088, 436.0
7.610950, 0.088, 389.0
7.611450, 0.088, 318.0
7.611950, 0.088, 319.0
7.612450, 0.088, 272.0
7.612950, 0.088, 230.0
7.613450, 0.088, 214.0
7.613950, 0.088, 209.0
7.614450, 0.088, 202.0
7.614950, 0.088, 203.0
7.615450, 0.088, 181.0
7.615950, 0.088, 166.0
7.616450, 0.088, 158.0
7.616950, 0.088, 146.0
7.617450, 0.088, 136.0
7.617950, 0.088, 129.0
7.618450, 0.088, 115.0
7.618950, 0.088, 115.0
7.619450, 0.088, 110.0
7.619950, 0.088, 103.0
7.620450, 0.088, 80.0
7.620950, 0.088, 87.0
7.621450, 0.088, 64.0
7.621950, 0.088, 89.0
7.622450, 0.088, 72.0
7.622950, 0.088, 68.0
7.623450, 0.088, 62.0
7.623950, 0.088, 67.0
7.624450, 0.088, 43.0
7.624950, 0.088, 53.0
7.625450, 0.088, 49.0
7.625950, 0.088, 35.0
7.626450, 0.088, 51.0
7.626950, 0.088, 36.0
7.627450, 0.088, 38.0
7.627950, 0.088, 36.0
7.628450, 0.088, 27.0
7.628950, 0.088, 33.0
7.629450, 0.088, 34.0
7.629950, 0.088, 27.0
7.630450, 0.088, 29.0
7.630950, 0.088, 34.0
7.631450, 0.088, 25.0
7.631950, 0.088, 26.0
7.632450, 0.088, 28.0
7.632950, 0.088, 24.0
7.633450, 0.088, 28.0
7.633950, 0.088, 17.0
7.634450, 0.088, 20.0
7.634950, 0.088, 29.0
7.635450, 0.088, 16.0
7.635950, 0.088, 25.0
7.636450, 0.088, 17.0
7.636950, 0.088, 13.0
7.637450, 0.088, 6.0
7.637950, 0.088, 13.0
7.638450, 0.088, 16.0
7.638950, 0.088, 15.0
7.639450, 0.088, 13.0
7.639950, 0.088, 18.0
7.640450, 0.088, 11.0
7.640950, 0.088, 11.0
7.641450, 0.088, 16.0
7.641950, 0.088, 13.0
7.642450, 0.088, 11.0
7.642950, 0.088, 12.0
7.643450, 0.088, 12.0
7.643950, 0.088, 7.0
7.644450, 0.088, 12.0
7.644950, 0.088, 7.0
7.645450, 0.088, 9.0
7.645950, 0.088, 14.0
7.646450, 0.088, 8.0
7.646950, 0.088, 4.0
7.647450, 0.088, 10.0
7.647950, 0.088, 5.0
7.648450, 0.088, 6.0
7.648950, 0.088, 5.0
7.649450, 0.088, 5.0
7.649950, 0.088, 9.0
7.650450, 0.088, 10.0
7.650950, 0.088, 13.0
7.651450, 0.088, 7.0
7.651950, 0.088, 7.0
7.652450, 0.088, 7.0
7.652950, 0.088, 5.0
7.653450, 0.088, 10.0
7.653950, 0.088, 4.0
7.654450, 0.088, 5.0
7.654950, 0.088, 5.0
7.655450, 0.088, 6.0
7.655950, 0.088, 3.0
7.656450, 0.088, 4.0
7.656950, 0.088, 3.0
7.657450, 0.088, 5.0
7.657950, 0.088, 6.0
7.658450, 0.088, 4.0
7.658950, 0.088, 6.0
7.659450, 0.088, 4.0
7.659950, 0.088, 5.0
7.660450, 0.088, 5.0
7.660950, 0.088, 4.0
7.661450, 0.088, 5.0
7.661950, 0.088, 2.0
7.662450, 0.088, 0.0
7.662950, 0.088, 3.0
7.663450, 0.088, 3.0
7.663950, 0.088, 3.0
7.664450, 0.088, 1.0
7.664950, 0.088, 2.0
7.665450, 0.088, 2.0
7.665950, 0.088, 5.0
7.666450, 0.088, 4.0
7.666950, 0.088, 3.0
7.667450, 0.088, 3.0
7.667950, 0.088, 1.0
7.668450, 0.088, 4.0
7.668950, 0.088, 0.0
7.669450, 0.088, 2.0
7.669950, 0.088, 3.0
7.670450, 0.088, 4.0
7.670950, 0.088, 2.0
7.671450, 0.088, 5.0
7.671950, 0.088, 1.0
7.672450, 0.088, 0.0
7.672950, 0.088, 2.0
7.673450, 0.088, 3.0
7.673950, 0.088, 4.0
7.674450, 0.088, 2.0
7.674950, 0.088, 3.0
7.675450, 0.088, 7.0
7.675950, 0.088, 1.0
7.676450, 0.088, 1.0
7.676950, 0.088, 1.0
7.677450, 0.088, 2.0
7.677950, 0.088, 0.0
7.678450, 0.088, 2.0
7.678950, 0.088, 1.0
7.679450, 0.088, 3.0
7.679950, 0.088, 1.0
7.680450, 0.088, 4.0
7.680950, 0.088, 4.0
7.681450, 0.088, 1.0
7.681950, 0.088, 2.0
7.682450, 0.088, 1.0
7.682950, 0.088, 1.0
7.683450, 0.088, 0.0
7.683950, 0.088, 2.0
7.684450, 0.088, 1.0
7.684950, 0.088, 1.0
7.685450, 0.088, 4.0
7.685950, 0.088, 0.0
7.686450, 0.088, 1.0
7.686950, 0.088, 0.0
7.687450, 0.088, 2.0
7.687950, 0.088, 0.0
7.688450, 0.088, 1.0
7.688950, 0.088, 0.0
7.689450, 0.088, 1.0
7.689950, 0.088, 2.0
7.690450, 0.088, 3.0
7.690950, 0.088, 1.0
7.691450, 0.088, 0.0
7.691950, 0.088, 0.0
7.692450, 0.088, 1.0
7.692950, 0.088, 0.0
7.693450, 0.088, 0.0
7.693950, 0.088, 1.0
7.694450, 0.088, 1.0
7.694950, 0.088, 1.0
7.695450, 0.088, 0.0
7.695950, 0.088, 0.0
7.696450, 0.088, 1.0
7.696950, 0.088, 1.0
7.697450, 0.088, 0.0
7.697950, 0.088, 0.0
7.698450, 0.088, 0.0
7.698950, 0.088, 1.0
7.699450, 0.088, 0.0
7.699950, 0.088, 1.0
7.700450, 0.088, 1.0
7.700950, 0.088, 0.0
7.701450, 0.088, 1.0
7.701950, 0.088, 0.0
7.702450, 0.088, 0.0
7.702950, 0.088, 0.0
7.703450, 0.088, 1.0
7.703950, 0.088, 0.0
7.704450, 0.088, 0.0
7.704950, 0.088, 0.0
7.705450, 0.088, 0.0
7.705950, 0.088, 1.0
7.706450, 0.088, 1.0
7.706950, 0.088, 0.0
7.707450, 0.088, 0.0
7.707950, 0.088, 0.0
7.708450, 0.088, 1.0
7.708950, 0.088, 0.0
7.709450, 0.088, 1.0
7.709950, 0.088, 1.0
7.710450, 0.088, 1.0
7.710950, 0.088, 1.0
7.711450, 0.088, 0.0
7.711950, 0.088, 0.0
7.712450, 0.088, 0.0
7.712950, 0.088, 0.0
7.713450, 0.088, 1.0
7.713950, 0.088, 0.0
7.714450, 0.088, 0.0
7.714950, 0.088, 0.0
7.715450, 0.088, 1.0
7.715950, 0.088, 2.0
7.716450, 0.088, 1.0
7.716950, 0.088, 1.0
7.717450, 0.088, 1.0
7.717950, 0.088, 1.0
7.718450, 0.088, 2.0
7.718950, 0.088, 1.0
7.719450, 0.088, 1.0
7.719950, 0.088, 0.0
7.720450, 0.088, 0.0
7.720950, 0.088, 0.0
7.721450, 0.088, 2.0
7.721950, 0.088, 0.0
7.722450, 0.088, 0.0
7.722950, 0.088, 0.0
7.723450, 0.088, 1.0
7.723950, 0.088, 0.0
7.724450, 0.088, 1.0
7.724950, 0.088, 1.0
7.725450, 0.088, 1.0
7.725950, 0.088, 0.0
7.726450, 0.088, 1.0
7.726950, 0.088, 0.0
7.727450, 0.088, 0.0
7.727950, 0.088, 0.0
7.728450, 0.088, 0.0
7.728950, 0.088, 1.0
7.729450, 0.088, 0.0
7.729950, 0.088, 2.0
7.730450, 0.088, 1.0
7.730950, 0.088, 0.0
7.731450, 0.088, 0.0
7.731950, 0.088, 1.0
7.732450, 0.088, 0.0
7.732950, 0.088, 2.0
7.733450, 0.088, 0.0
7.733950, 0.088, 0.0
7.734450, 0.088, 0.0
7.734950, 0.088, 0.0
7.735450, 0.088, 1.0
7.735950, 0.088, 1.0
7.736450, 0.088, 0.0
7.736950, 0.088, 0.0
7.737450, 0.088, 0.0
7.737950, 0.088, 1.0
7.738450, 0.088, 1.0
7.738950, 0.088, 0.0
7.739450, 0.088, 0.0
7.739950, 0.088, 0.0
7.740450, 0.088, 0.0
7.740950, 0.088, 0.0
7.741450, 0.088, 0.0
7.741950, 0.088, 0.0
7.742450, 0.088, 0.0
7.742950, 0.088, 0.0
7.743450, 0.088, 1.0
7.743950, 0.088, 1.0
7.744450, 0.088, 1.0
7.744950, 0.088, 0.0
7.745450, 0.088, 0.0
7.745950, 0.088, 0.0
7.746450, 0.088, 0.0
7.746950, 0.088, 0.0
7.747450, 0.088, 6.0
7.747950, 0.088, 0.0
7.748450, 0.088, 0.0
7.748950, 0.088, 3.0
7.749450, 0.088, 0.0
7.749950, 0.088, 0.0
7.750450, 0.088, 0.0
7.750950, 0.088, 0.0
7.751450, 0.088, 1.0
7.751950, 0.088, 0.0
7.752450, 0.088, 0.0
7.752950, 0.088, 3.0
7.753450, 0.088, 0.0
7.753950, 0.088, 0.0
7.754450, 0.088, 0.0
7.754950, 0.088, 1.0
7.755450, 0.088, 0.0
7.755950, 0.088, 0.0
7.756450, 0.088, 0.0
7.756950, 0.088, 1.0
7.757450, 0.088, 0.0
7.757950, 0.088, 0.0
7.758450, 0.088, 1.0
7.758950, 0.088, 1.0
7.759450, 0.088, 0.0
7.759950, 0.088, 0.0
7.760450, 0.088, 0.0
7.760950, 0.088, 1.0
7.761450, 0.088, 0.0
7.761950, 0.088, 0.0
7.762450, 0.088, 0.0
7.762950, 0.088, 0.0
7.763450, 0.088, 0.0
7.763950, 0.088, 0.0
7.764450, 0.088, 1.0
7.764950, 0.088, 1.0
7.765450, 0.088, 0.0
7.765950, 0.088, 0.0
7.766450, 0.088, 0.0
7.766950, 0.088, 0.0
7.767450, 0.088, 0.0
7.767950, 0.088, 0.0
7.768450, 0.088, 0.0
7.768950, 0.088, 0.0
7.769450, 0.088, 1.0
7.769950, 0.088, 1.0
7.770450, 0.088, 0.0
7.770950, 0.088, 1.0
7.771450, 0.088, 0.0
7.771950, 0.088, 0.0
7.772450, 0.088, 0.0
7.772950, 0.088, 0.0
7.773450, 0.088, 0.0
7.773950, 0.088, 1.0
7.774450, 0.088, 0.0
7.774950, 0.088, 0.0
7.775450, 0.088, 0.0
