-1.600e-05,0.064
-1.596e-05,0.062
-1.592e-05,0.062
-1.588e-05,0.068
-1.584e-05,0.058
-1.580e-05,0.056
-1.576e-05,0.064
-1.572e-05,0.072
-1.568e-05,0.072
-1.564e-05,0.07
-1.560e-05,0.048
-1.556e-05,0.068
-1.552e-05,0.058
-1.548e-05,0.06
-1.544e-05,0.064
-1.540e-05,0.066
-1.536e-05,0.066
-1.532e-05,0.068
-1.528e-05,0.068
-1.524e-05,0.066
-1.520e-05,0.068
-1.516e-05,0.064
-1.512e-05,0.068
-1.508e-05,0.052
-1.504e-05,0.06
-1.500e-05,0.06
-1.496e-05,0.06
-1.492e-05,0.064
-1.488e-05,0.054
-1.484e-05,0.072
-1.480e-05,0.072
-1.476e-05,0.07
-1.472e-05,0.068
-1.468e-05,0.062
-1.464e-05,0.066
-1.460e-05,0.064
-1.456e-05,0.068
-1.452e-05,0.068
-1.448e-05,0.064
-1.444e-05,0.058
-1.440e-05,0.058
-1.436e-05,0.066
-1.432e-05,0.058
-1.428e-05,0.072
-1.424e-05,0.066
-1.420e-05,0.068
-1.416e-05,0.064
-1.412e-05,0.062
-1.408e-05,0.066
-1.404e-05,0.064
-1.400e-05,0.062
-1.396e-05,0.06
-1.392e-05,0.06
-1.388e-05,0.056
-1.384e-05,0.066
-1.380e-05,0.066
-1.376e-05,0.06
-1.372e-05,0.068
-1.368e-05,0.072
-1.364e-05,0.07
-1.360e-05,0.062
-1.356e-05,0.06
-1.352e-05,0.062
-1.348e-05,0.06
-1.344e-05,0.06
-1.340e-05,0.058
-1.336e-05,0.06
-1.332e-05,0.05
-1.328e-05,0.064
-1.324e-05,0.066
-1.320e-05,0.066
-1.316e-05,0.058
-1.312e-05,0.07
-1.308e-05,0.074
-1.304e-05,0.056
-1.300e-05,0.054
-1.296e-05,0.066
-1.292e-05,0.058
-1.288e-05,0.064
-1.284e-05,0.058
-1.280e-05,0.064
-1.276e-05,0.062
-1.272e-05,0.058
-1.268e-05,0.064
-1.264e-05,0.072
-1.260e-05,0.064
-1.256e-05,0.07
-1.252e-05,0.08
-1.248e-05,0.068
-1.244e-05,0.078
-1.240e-05,0.06
-1.236e-05,0.066
-1.232e-05,0.062
-1.228e-05,0.07
-1.224e-05,0.054
-1.220e-05,0.07
-1.216e-05,0.074
-1.212e-05,0.068
-1.208e-05,0.068
-1.204e-05,0.07
-1.200e-05,0.07
-1.196e-05,0.062
-1.192e-05,0.064
-1.188e-05,0.062
-1.184e-05,0.06
-1.180e-05,0.06
-1.176e-05,0.058
-1.172e-05,0.068
-1.168e-05,0.062
-1.164e-05,0.07
-1.160e-05,0.066
-1.156e-05,0.07
-1.152e-05,0.07
-1.148e-05,0.07
-1.144e-05,0.066
-1.140e-05,0.066
-1.136e-05,0.058
-1.132e-05,0.048
-1.128e-05,0.062
-1.124e-05,0.06
-1.120e-05,0.068
-1.116e-05,0.048
-1.112e-05,0.066
-1.108e-05,0.072
-1.104e-05,0.066
-1.100e-05,0.064
-1.096e-05,0.066
-1.092e-05,0.074
-1.088e-05,0.064
-1.084e-05,0.066
-1.080e-05,0.066
-1.076e-05,0.066
-1.072e-05,0.056
-1.068e-05,0.058
-1.064e-05,0.052
-1.060e-05,0.066
-1.056e-05,0.064
-1.052e-05,0.07
-1.048e-05,0.062
-1.044e-05,0.064
-1.040e-05,0.054
-1.036e-05,0.07
-1.032e-05,0.072
-1.028e-05,0.062
-1.024e-05,0.052
-1.020e-05,0.054
-1.016e-05,0.072
-1.012e-05,0.064
-1.008e-05,0.064
-1.004e-05,0.07
-1.000e-05,0.072
-9.96e-06,0.07
-9.92e-06,0.062
-9.88e-06,0.072
-9.84e-06,0.052
-9.80e-06,0.064
-9.76e-06,0.056
-9.72e-06,0.072
-9.68e-06,0.07
-9.64e-06,0.068
-9.60e-06,0.062
-9.56e-06,0.064
-9.52e-06,0.076
-9.48e-06,0.066
-9.44e-06,0.066
-9.40e-06,0.072
-9.36e-06,0.07
-9.32e-06,0.068
-9.28e-06,0.064
-9.24e-06,0.07
-9.20e-06,0.07
-9.16e-06,0.064
-9.12e-06,0.058
-9.08e-06,0.072
-9.04e-06,0.064
-9.00e-06,0.068
-8.96e-06,0.07
-8.92e-06,0.07
-8.88e-06,0.072
-8.84e-06,0.072
-8.80e-06,0.072
-8.76e-06,0.066
-8.72e-06,0.068
-8.68e-06,0.05
-8.64e-06,0.068
-8.60e-06,0.06
-8.56e-06,0.062
-8.52e-06,0.056
-8.48e-06,0.066
-8.44e-06,0.062
-8.40e-06,0.056
-8.36e-06,0.06
-8.32e-06,0.074
-8.28e-06,0.07
-8.24e-06,0.064
-8.20e-06,0.054
-8.16e-06,0.068
-8.12e-06,0.064
-8.08e-06,0.06
-8.04e-06,0.058
-8.00e-06,0.07
-7.96e-06,0.068
-7.92e-06,0.064
-7.88e-06,0.07
-7.84e-06,0.07
-7.80e-06,0.064
-7.76e-06,0.058
-7.72e-06,0.06
-7.68e-06,0.068
-7.64e-06,0.058
-7.60e-06,0.06
-7.56e-06,0.062
-7.52e-06,0.072
-7.48e-06,0.064
-7.44e-06,0.056
-7.40e-06,0.058
-7.36e-06,0.064
-7.32e-06,0.064
-7.28e-06,0.08
-7.24e-06,0.068
-7.20e-06,0.066
-7.16e-06,0.058
-7.12e-06,0.056
-7.08e-06,0.062
-7.04e-06,0.062
-7.00e-06,0.066
-6.96e-06,0.062
-6.92e-06,0.066
-6.88e-06,0.072
-6.84e-06,0.06
-6.80e-06,0.072
-6.76e-06,0.072
-6.72e-06,0.07
-6.68e-06,0.064
-6.64e-06,0.066
-6.60e-06,0.07
-6.56e-06,0.064
-6.52e-06,0.06
-6.48e-06,0.052
-6.44e-06,0.068
-6.40e-06,0.066
-6.36e-06,0.066
-6.32e-06,0.06
-6.28e-06,0.072
-6.24e-06,0.064
-6.20e-06,0.068
-6.16e-06,0.074
-6.12e-06,0.072
-6.08e-06,0.068
-6.04e-06,0.056
-6.00e-06,0.058
-5.96e-06,0.064
-5.92e-06,0.072
-5.88e-06,0.062
-5.84e-06,0.072
-5.80e-06,0.072
-5.76e-06,0.07
-5.72e-06,0.068
-5.68e-06,0.064
-5.64e-06,0.06
-5.60e-06,0.062
-5.56e-06,0.06
-5.52e-06,0.068
-5.48e-06,0.064
-5.44e-06,0.054
-5.40e-06,0.052
-5.36e-06,0.064
-5.32e-06,0.066
-5.28e-06,0.074
-5.24e-06,0.066
-5.20e-06,0.064
-5.16e-06,0.078
-5.12e-06,0.066
-5.08e-06,0.066
-5.04e-06,0.064
-5.00e-06,0.064
-4.96e-06,0.06
-4.92e-06,0.062
-4.88e-06,0.066
-4.84e-06,0.066
-4.80e-06,0.068
-4.76e-06,0.062
-4.72e-06,0.072
-4.68e-06,0.064
-4.64e-06,0.058
-4.60e-06,0.07
-4.56e-06,0.064
-4.52e-06,0.076
-4.48e-06,0.062
-4.44e-06,0.06
-4.40e-06,0.072
-4.36e-06,0.066
-4.32e-06,0.056
-4.28e-06,0.064
-4.24e-06,0.066
-4.20e-06,0.066
-4.16e-06,0.078
-4.12e-06,0.076
-4.08e-06,0.074
-4.04e-06,0.066
-4.00e-06,0.064
-3.96e-06,0.076
-3.92e-06,0.07
-3.88e-06,0.06
-3.84e-06,0.064
-3.80e-06,0.066
-3.76e-06,0.07
-3.72e-06,0.062
-3.68e-06,0.068
-3.64e-06,0.066
-3.60e-06,0.062
-3.56e-06,0.07
-3.52e-06,0.074
-3.48e-06,0.066
-3.44e-06,0.07
-3.40e-06,0.062
-3.36e-06,0.058
-3.32e-06,0.06
-3.28e-06,0.07
-3.24e-06,0.064
-3.20e-06,0.06
-3.16e-06,0.064
-3.12e-06,0.072
-3.08e-06,0.066
-3.04e-06,0.07
-3.00e-06,0.07
-2.96e-06,0.064
-2.92e-06,0.056
-2.88e-06,0.064
-2.84e-06,0.068
-2.80e-06,0.062
-2.76e-06,0.078
-2.72e-06,0.06
-2.68e-06,0.056
-2.64e-06,0.072
-2.60e-06,0.07
-2.56e-06,0.068
-2.52e-06,0.058
-2.48e-06,0.066
-2.44e-06,0.066
-2.40e-06,0.064
-2.36e-06,0.064
-2.32e-06,0.06
-2.28e-06,0.062
-2.24e-06,0.062
-2.20e-06,0.072
-2.16e-06,0.06
-2.12e-06,0.072
-2.08e-06,0.074
-2.04e-06,0.07
-2.00e-06,0.054
-1.96e-06,0.066
-1.92e-06,0.066
-1.88e-06,0.064
-1.84e-06,0.07
-1.80e-06,0.06
-1.76e-06,0.062
-1.72e-06,0.056
-1.68e-06,0.062
-1.64e-06,0.06
-1.60e-06,0.062
-1.56e-06,0.07
-1.52e-06,0.074
-1.48e-06,0.068
-1.44e-06,0.066
-1.40e-06,0.066
-1.36e-06,0.07
-1.32e-06,0.066
-1.28e-06,0.076
-1.24e-06,0.072
-1.20e-06,0.06
-1.16e-06,0.06
-1.12e-06,0.07
-1.08e-06,0.064
-1.04e-06,0.072
-1.00e-06,0.066
-9.6e-07,0.076
-9.2e-07,-0.006
-8.8e-07,0.042
-8.4e-07,0.162
-8.0e-07,0.166
-7.6e-07,0.164
-7.2e-07,0.188
-6.8e-07,0.188
-6.4e-07,0.214
-6.0e-07,0.226
-5.6e-07,0.236
-5.2e-07,0.238
-4.8e-07,0.258
-4.4e-07,0.27
-4.0e-07,0.29
-3.6e-07,0.284
-3.2e-07,0.292
-2.8e-07,0.298
-2.4e-07,0.298
-2.0e-07,0.316
-1.6e-07,0.32
-1.2e-07,0.32
-8e-08,0.328
-4e-08,0.332
0.0e+00,0.352
4e-08,0.35
8e-08,0.352
1.2e-07,0.36
1.6e-07,0.37
2.0e-07,0.376
2.4e-07,0.37
2.8e-07,0.366
3.2e-07,0.378
3.6e-07,0.384
4.0e-07,0.388
4.4e-07,0.388
4.8e-07,0.39
5.2e-07,0.4
5.6e-07,0.402
6.0e-07,0.408
6.4e-07,0.414
6.8e-07,0.412
7.2e-07,0.404
7.6e-07,0.418
8.0e-07,0.41
8.4e-07,0.408
8.8e-07,0.412
9.2e-07,0.418
9.6e-07,0.426
1.0e-06,0.428
1.04e-06,0.43
1.08e-06,0.426
1.12e-06,0.446
1.16e-06,0.438
1.20e-06,0.424
1.24e-06,0.428
1.28e-06,0.44
1.32e-06,0.434
1.36e-06,0.436
1.40e-06,0.438
1.44e-06,0.44
1.48e-06,0.44
1.52e-06,0.444
1.56e-06,0.448
1.60e-06,0.45
1.64e-06,0.458
1.68e-06,0.454
1.72e-06,0.458
1.76e-06,0.45
1.80e-06,0.444
1.84e-06,0.456
1.88e-06,0.454
1.92e-06,0.448
1.96e-06,0.454
2.00e-06,0.456
2.04e-06,0.46
2.08e-06,0.46
2.12e-06,0.448
2.16e-06,0.456
2.20e-06,0.462
2.24e-06,0.456
2.28e-06,0.462
2.32e-06,0.458
2.36e-06,0.466
2.40e-06,0.452
2.44e-06,0.464
2.48e-06,0.458
2.52e-06,0.458
2.56e-06,0.454
2.60e-06,0.466
2.64e-06,0.458
2.68e-06,0.466
2.72e-06,0.464
2.76e-06,0.462
2.80e-06,0.466
2.84e-06,0.46
2.88e-06,0.45
2.92e-06,0.456
2.96e-06,0.446
3.00e-06,0.462
3.04e-06,0.464
3.08e-06,0.464
3.12e-06,0.462
3.16e-06,0.462
3.20e-06,0.464
3.24e-06,0.458
3.28e-06,0.462
3.32e-06,0.468
3.36e-06,0.452
3.40e-06,0.46
3.44e-06,0.452
3.48e-06,0.452
3.52e-06,0.452
3.56e-06,0.448
3.60e-06,0.458
3.64e-06,0.458
3.68e-06,0.462
3.72e-06,0.46
3.76e-06,0.456
3.80e-06,0.46
3.84e-06,0.452
3.88e-06,0.454
3.92e-06,0.468
3.96e-06,0.452
4.00e-06,0.454
4.04e-06,0.452
4.08e-06,0.448
4.12e-06,0.45
4.16e-06,0.458
4.20e-06,0.456
4.24e-06,0.462
4.28e-06,0.442
4.32e-06,0.45
4.36e-06,0.454
4.40e-06,0.456
4.44e-06,0.452
4.48e-06,0.45
4.52e-06,0.45
4.56e-06,0.436
4.60e-06,0.432
4.64e-06,0.452
4.68e-06,0.462
4.72e-06,0.452
4.76e-06,0.46
4.80e-06,0.446
4.84e-06,0.45
4.88e-06,0.456
4.92e-06,0.452
4.96e-06,0.442
5.00e-06,0.434
5.04e-06,0.446
5.08e-06,0.446
5.12e-06,0.446
5.16e-06,0.456
5.20e-06,0.44
5.24e-06,0.448
5.28e-06,0.46
5.32e-06,0.452
5.36e-06,0.456
5.40e-06,0.448
5.44e-06,0.45
5.48e-06,0.446
