Time (s),Current (A),Voltage (V)
0.33798160000151256,-9.412756e-08,-60.42779
0.8526156000007177,-9.411995e-08,-60.42781
1.3686412000006385,-9.411193e-08,-60.42784
1.8724907000014355,-9.410057e-08,-60.42796
2.3844022000012046,-9.40942e-08,-60.42787
2.8987596000006306,-9.408807e-08,-60.42778
3.4011464000013802,-9.407756e-08,-60.42785
3.9028753000002325,-9.406956e-08,-60.42785
4.417847400000028,-9.406217e-08,-60.42795
4.932045900000958,-9.405336e-08,-60.42795
5.4477396000002045,-9.404907e-08,-60.42785
5.9477709000002505,-9.404214e-08,-60.42793
6.464460000001054,-9.40349e-08,-60.42789
6.978413000000728,-9.40267e-08,-60.42794
7.492321200001243,-9.401945e-08,-60.42796
8.007957400001033,-9.401259e-08,-60.42791
8.522636500001681,-9.4006e-08,-60.42792
9.023881300001449,-9.399837e-08,-60.42788
9.541231100000005,-9.399324e-08,-60.42791
10.056015100000877,-9.398791e-08,-60.42786
10.57169370000156,-9.39799e-08,-60.42792
11.07354900000064,-9.397581e-08,-60.42793
11.586308400001144,-9.397013e-08,-60.42783
12.087442800000645,-9.396353e-08,-60.4279
12.601921600000423,-9.395772e-08,-60.42801
13.10244860000057,-9.395152e-08,-60.42796
13.618196700001135,-9.394702e-08,-60.42787
14.13458990000072,-9.394086e-08,-60.42805
14.648657000001549,-9.393438e-08,-60.42802
15.164248800001587,-9.393037e-08,-60.428
15.666189800000211,-9.392443e-08,-60.42806
16.1674122000004,-9.39179e-08,-60.42797
16.670236800000566,-9.391339e-08,-60.42798
17.180765400000382,-9.39079e-08,-60.42803
17.682194600000003,-9.39036e-08,-60.42808
18.195196300001044,-9.389841e-08,-60.42796
18.697338400001172,-9.389299e-08,-60.42801
19.21128470000076,-9.388729e-08,-60.42807
19.713666500001636,-9.388318e-08,-60.42802
20.22887940000146,-9.387652e-08,-60.42806
20.73014520000106,-9.387206e-08,-60.42813
21.230233900001622,-9.386711e-08,-60.4281
21.744167700000617,-9.386275e-08,-60.42801
22.260406200000943,-9.385681e-08,-60.42793
22.772560700001122,-9.385266e-08,-60.42802
23.288805300000604,-9.384671e-08,-60.42805
23.804132500001288,-9.384243e-08,-60.42799
24.30669460000172,-9.383724e-08,-60.42793
24.823990400000184,-9.383373e-08,-60.42802
25.33716810000078,-9.382818e-08,-60.42797
25.851279300000897,-9.382447e-08,-60.4279
26.355204200001026,-9.381991e-08,-60.42795
26.855884500000684,-9.381615e-08,-60.42806
27.367987800000265,-9.381259e-08,-60.42803
27.882667400001083,-9.380916e-08,-60.42797
28.384984300000724,-9.380319e-08,-60.42804
28.898193100001663,-9.380169e-08,-60.42799
29.413312300001053,-9.379498e-08,-60.42803
29.92530970000007,-9.379016e-08,-60.42801
30.437630700000227,-9.378588e-08,-60.42796
30.952425000001313,-9.378212e-08,-60.42794
31.467626999999993,-9.37786e-08,-60.42796
31.975469400000293,-9.377405e-08,-60.428
32.48909930000082,-9.376986e-08,-60.42803
33.00276960000156,-9.376765e-08,-60.42804
33.51581030000125,-9.376453e-08,-60.42797
34.0314210000015,-9.375915e-08,-60.42794
34.53290840000045,-9.375564e-08,-60.42796
35.04781350000121,-9.375203e-08,-60.42794
35.548122300000614,-9.374924e-08,-60.42796
36.062869400000636,-9.374465e-08,-60.42789
36.56687270000111,-9.374142e-08,-60.42791
37.08131520000097,-9.373752e-08,-60.42803
37.585971400001654,-9.373346e-08,-60.42794
38.0883173000002,-9.372879e-08,-60.42796
38.6029767,-9.372653e-08,-60.42795
39.10608530000172,-9.372335e-08,-60.42793
39.64457890000085,-9.371894e-08,-60.42798
40.150076300000364,-9.37161e-08,-60.42794
40.664846900001066,-9.371245e-08,-60.42777
41.16630510000141,-9.37078e-08,-60.42785
41.68093360000057,-9.370379e-08,-60.42794
42.181120700000974,-9.370191e-08,-60.42789
42.68366040000001,-9.369759e-08,-60.42792
43.19750710000153,-9.369335e-08,-60.42798
43.71313670000018,-9.369207e-08,-60.42787
44.22854280000138,-9.368757e-08,-60.42794
44.72985920000065,-9.368497e-08,-60.42795
45.24302700000044,-9.368065e-08,-60.42798
45.74474220000047,-9.367732e-08,-60.4279
46.257630200001586,-9.367373e-08,-60.42801
46.75883850000173,-9.36702e-08,-60.42791
47.262233900000865,-9.366881e-08,-60.42786
47.77455800000098,-9.366474e-08,-60.42788
48.27683810000053,-9.366116e-08,-60.4279
48.77957480000077,-9.365913e-08,-60.42794
49.285680000000866,-9.365491e-08,-60.42788
49.791903500001354,-9.364982e-08,-60.42789
50.30638820000058,-9.364771e-08,-60.42796
50.82131890000164,-9.364501e-08,-60.4279
51.322612500000105,-9.364167e-08,-60.42794
51.857534900000246,-9.363873e-08,-60.42787
52.36808100000053,-9.363865e-08,-60.4279
52.883544000000256,-9.363391e-08,-60.42791
53.395281400000385,-9.363151e-08,-60.42796
53.9130434000017,-9.362885e-08,-60.42801
54.43864010000107,-9.36244e-08,-60.42797
54.958130600000004,-9.362071e-08,-60.42792
55.46626080000169,-9.36184e-08,-60.4279
55.9763597000001,-9.361608e-08,-60.42788
56.498830100001214,-9.36144e-08,-60.42794
57.010125300001164,-9.3611e-08,-60.4279
57.54068340000049,-9.360635e-08,-60.42792
58.08229520000168,-9.360502e-08,-60.42797
58.61550140000145,-9.360227e-08,-60.42791
59.15129340000021,-9.359732e-08,-60.42793
59.679095500001495,-9.359817e-08,-60.42794
60.210610400001315,-9.359267e-08,-60.42792
60.74460590000126,-9.359054e-08,-60.42799
61.266137500000696,-9.35862e-08,-60.42793
61.783792000000176,-9.358469e-08,-60.42795
62.3093553000017,-9.358246e-08,-60.42796
62.84161050000148,-9.357926e-08,-60.42794
63.35919070000091,-9.357775e-08,-60.42798
63.87439240000094,-9.357385e-08,-60.428
64.39096800000152,-9.357142e-08,-60.42799
64.91055330000017,-9.356967e-08,-60.4279
65.42265230000157,-9.35645e-08,-60.42793
65.94133630000033,-9.356217e-08,-60.42791
66.46062220000022,-9.356026e-08,-60.42787
66.98406780000005,-9.355627e-08,-60.4279
67.50980230000096,-9.355565e-08,-60.42788
68.03858340000079,-9.355178e-08,-60.4278
68.56568010000046,-9.354736e-08,-60.4279
69.09321470000032,-9.354741e-08,-60.42791
69.61780510000062,-9.354201e-08,-60.42785
