PV,FWHM
1.075598647731187,19.68109194403468
0.6335293289820321,28.71015459196529
0.7231852011271611,29.11853897359203
0.1763977660053453,20.96303102683947
0.3429449495597452,53.72194171970205
0.4452183288208181,28.15510418850742
0.4814288059034389,37.3772395755223
0.2384734953776861,18.39795502146182
0.2479301503031421,26.11978909013012
0.1999427022226373,19.50376444648391
0.4485966348733301,35.3212876385693
0.3354497259463304,76.30756337523071
0.2236995764030228,15.32682266397192
0.1653141578211807,17.67446035863709
0.1095471287484281,66.57667854794464
1.616048137583231,15.40980325967961
1.25551231741397,25.77755369294025
0.2136907630032046,19.30557364900972
0.2090071470304909,20.45972890888516
0.1992568578942455,21.75056702898223
0.2495747371530302,15.89987843610691
0.1762232871197458,19.69786381322948
0.471112697727888,20.44534888609304
1.756397208083821,20.10013364331189
0.1168912983701183,16.01169819424159
1.232037085262419,129.4493874167125
0.2326511828984817,17.74664796036372
0.2255464619528695,16.76048768982856
0.4606843670339074,20.88951791075314
0.1843152913017851,40.34416429374038
0.1927169029645285,22.92057145599861
0.3190895189683102,28.13026365274684
