PV,FWHM
0.6335677772692611,28.71015459196529
0.7233052567356382,29.11853897359203
0.1763674474446271,20.96303102683947
0.3428181597224483,53.72194171970205
0.4451261832862945,28.15510418850742
0.4814047948832583,37.3772395755223
0.238446563097902,18.39795502146182
0.247901593981851,26.11978909013012
0.2000834976071186,19.50376444648391
0.4484160787184389,35.3212876385693
0.3353984080176573,76.30756337523071
0.2236446081069179,15.32682266397192
0.1652566691788,17.67446035863709
0.1094336554146075,66.57667854794464
1.261815970698039,25.77755369294025
0.2135989020899928,19.30557364900972
0.2089523795961684,20.45972890888516
0.1990811813735539,21.75056702898223
0.2496294214691234,15.89987843610691
0.1763342673536714,19.69786381322948
1.210121965205815,20.10013364331189
1.238807375809166,129.4493874167125
0.2479361379955973,99.58958481072527
0.2328389419585848,17.74664796036372
0.2257314995278825,16.76048768982856
0.4605687313282978,20.88951791075314
0.208660774795899,81.40391514836698
0.184446232680099,40.34416429374038
0.3413915838333702,24.5504506027953
0.192693356575348,22.92057145599861
0.3190562666123843,28.13026365274684
0.1498112758862436,16.00306072848743
0.2818702561691064,42.81352032226533
0.1463028667526702,43.50774502392362
0.1975534200222904,37.99768053739853
0.1778650816950328,22.07911314279714
0.2071126623126156,15.656507546858
0.1886717546930304,17.67527308648403
0.1843073991277643,15.33573053912642
0.2007783791872703,35.86199441738213
0.1893348147302336,17.01755248922025
0.273759201787201,44.29606436838506
0.1709306220185658,19.63209716478825
0.6751393341761833,17.3699518478036
0.1963658416784329,15.61471914361139
0.2740561944852816,18.06316272429716
0.1370883916450904,20.32950083192457
0.4183694035169603,21.02661026568203
0.1965068474914491,21.90433478557397
0.2244289384989908,29.8231888735743
0.5643047343502228,18.57570847640584
0.5006217339398304,31.40296461789789
0.5878300551771268,24.16778180724972
0.3487014719533107,23.45248172471275
0.1695488472695761,19.51256243161984
0.2058963220759084,18.10308266406781
0.1356630119755459,19.79395157567881
0.2297739284032343,18.10308266406781
0.1490886597775374,17.90241298522159
0.1274161466589229,18.27827510432913
0.1712206348558197,18.27827510432913
0.3267390511269869,36.22141573919694
0.3651048904825227,21.2726428935781
